SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	RecipeTagMask	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	UseEarlyWarningScript	TargetFollowTypeRequest	IgnoreSilence	LongRange	AOE	AbradeEquipRate	UseSkillCoefficient	RangePutOpti	IgnoreSelectCheck	BelongDynamicGroupID	PlatformType	SkillCoefficient	DotCoefficient	IgnorePet	SurplusCoefficient	NeedCheckSkillSlot	IsFrost	IgnoreRangeBlock	MazeCast	SkillEventMask3
白陶_阳性普攻单体	9379	测试技能	直接伤害技能	4	SolarMagic	Damage	2	10322	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_阳性普攻单体.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1													
白陶_阴性普攻单体	9380	测试技能	直接伤害技能	4	LunarMagic	Damage	2	10322	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	577	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_阴性普攻单体.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1													
召唤泉	9381	测试技能	直接伤害技能	1	Physics	Normal	1	10321	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\挖宝5人副本\召唤泉.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
召唤妮	9382	测试技能	直接伤害技能	1	Physics	Normal	1	10321	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\挖宝5人副本\召唤妮.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
召唤瑶	9383	测试技能	直接伤害技能	1	Physics	Normal	1	10321	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\挖宝5人副本\召唤瑶.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
召唤景	9384	测试技能	直接伤害技能	1	Physics	Normal	1	10321	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\挖宝5人副本\召唤景.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
宠物交互3号位	9385	测试技能	直接伤害技能	90	Physics	Normal	1	10324	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\宠物交互相关\宠物交互3号位.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	1	1	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	63			0				Any					1													
宠物交互4号位	9386	测试技能	直接伤害技能	90	Physics	Normal	1	10324	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\宠物交互相关\宠物交互4号位.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	1	1	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	63			0				Any					1													
宠物交互5号位	9387	测试技能	直接伤害技能	90	Physics	Normal	1	10324	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\宠物交互相关\宠物交互5号位.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	1	1	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	63			0				Any					1													
宠物交互6号位	9388	测试技能	直接伤害技能	90	Physics	Normal	1	10324	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\宠物交互相关\宠物交互6号位.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	1	1	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	63			0				Any					1													
白陶_阳性音波冲击目标选择	9389	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	0	0	1	0	0	0	NotHorse	1	1	1	1	1	1	1	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_阳性音波冲击目标选择.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
宠物交互7号位	9390	测试技能	直接伤害技能	90	Physics	Normal	1	10324	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\宠物交互相关\宠物交互2号位.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
三骑将_迎风射日	9391	测试技能	直接伤害技能	3	Physics	Normal	2	10322	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_迎风射日.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
三骑将_剁山劈	9392	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_剁山劈.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
三骑将_断浪斩	9393	测试技能	直接伤害技能	4	Physics	Normal	2	10322	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_断浪斩.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
白陶_阳性音波冲击伤害	9394	测试技能	直接伤害技能	70	SolarMagic	Damage	2	10322	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	NotHorse	1	0	0	1	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_阳性音波冲击伤害.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63			0				Any					1													
白陶_阳性音波冲击链状表现	9395	测试技能	直接伤害技能	4	None	Normal	2	10322	12	TargetChain	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	NotHorse	1	1	1	1	1	1	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_阳性链状表现.lua		Neutral	0	0	0	3158278142	3158278142	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63		63			0				Any			1		1													
火龙摧城_持盾	9396	测试技能	直接伤害技能	1	Physics	Normal	2	10323	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	513	0	0	0	0	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_夜守孤城\火龙摧城_持盾.lua		Beneficial	0	0	0	16386	16386	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
摧城车_投石子技能	9397	测试技能	直接伤害技能	7	None	Normal	1	10315	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Carrier\摧城车_投石子技能.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
摧城车_投石子技能高伤	9398	测试技能	直接伤害技能	7	None	Normal	1	10315	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Carrier\摧城车_投石子技能高伤.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
摧城车_冲撞子技能	9399	测试技能	直接伤害技能	7	None	Normal	1	10315	13	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Carrier\摧城车_冲撞子技能.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
摧城车_冲撞子技能高伤	9400	测试技能	直接伤害技能	7	None	Normal	1	10315	13	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Carrier\摧城车_冲撞子技能高伤.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
白陶_阳性链状表现AOE检测	9401	测试技能	直接伤害技能	100	Physics	Normal	2	10322	12	PointRectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_链状AOE检测.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
摧城车_裂火石子技能	9402	测试技能	直接伤害技能	7	None	Normal	1	10315	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Carrier\摧城车_裂火石子技能.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
摧城车_裂火石子技能高伤	9403	测试技能	直接伤害技能	7	None	Normal	1	10315	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Carrier\摧城车_裂火石子技能高伤.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
三骑将_迎风射日_AOE	9404	测试技能	直接伤害技能	4	SolarMagic	Normal	2	10322	12	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\三骑将_迎风射日_AOE.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
附魔_补天蝎心效果	9405	测试技能	直接伤害技能	31	Poison	Normal	1	10280	9	TargetSingle	0	0	Invalid	0	9	10176	0	0	0	0	0	0	0	0	0	0	0	1	8388864	8	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	五毒\90级奇穴\五毒_补天_附魔后蝎心正常伤害.lua		Harmful	0	0	0	2214609150	2621341694	2209		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	0	63		1	0				Any					1				1									
风雪稻香村_小怪关卡_主角技能_剑罡祛邪	9406	测试技能	直接伤害技能	1	Physics	Normal	2	10305	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/风雪稻香村/风雪稻香村_小怪关卡_主角技能_剑罡祛邪.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
白陶_大范围阳性AOE	9407	测试技能	直接伤害技能	9	SolarMagic	Damage	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	545	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_大范围阳性AOE.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
白陶_大范围阴性AOE	9408	测试技能	直接伤害技能	9	LunarMagic	Damage	2	10322	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	577	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_大范围阴性AOE.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
白陶_玩家跳舞	9409	测试技能	直接伤害技能	1	None	Normal	2	10322	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\太原之战_逐虎驱狼\白陶_玩家跳舞.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
骑乘_驴车	9410	测试技能	直接伤害技能	1	None	Normal	1	10005	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0		0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0		0	None	江湖\骑乘_驴车.lua		Neutral				16514	268451970	605		1		0	0	0	0	0	0		NotInSprint	Any				0	60		60			0				Any					1													
击退	9411	测试技能	直接伤害技能	1	Physics	Daze	1	10321	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	0	1	1	0	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\挖宝5人副本\击退.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any			1		1													
亲昵_驴车	9412	测试技能	直接伤害技能	1	Physics	Normal	1	10005	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	NotHoldHorse	1	0	1	1	1	0	1	1	1	1	Any	1	0	0	Invalid	0	AniAndSfx	江湖\亲昵_驴车.lua		Neutral	0	0	0	16514	16514	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	Any	0	Any	0	60	0	63			0				Any					1													
安守忠_火牛阵读条	9413	测试技能	直接伤害技能	1	Physics	Normal	2	10318	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1027	0	0	0	0	0	0	0	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\春明门\安守忠_火牛阵读条.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
小强强之怒左	9415	测试技能	直接伤害技能	1	Physics	Damage	1	10326	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/Act_挑战策划/小强强之怒左.lua		Harmful	0	0	0	2	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
小强强之怒右	9416	测试技能	直接伤害技能	1	Physics	Damage	1	10326	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/Act_挑战策划/小强强之怒右.lua		Harmful	0	0	0	2	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
小强强之怒左爆	9417	测试技能	直接伤害技能	1	Physics	Damage	1	10326	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/Act_挑战策划/小强强之怒左爆.lua		Harmful	0	0	0	2	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
小强强之怒右爆	9418	测试技能	直接伤害技能	1	Physics	Damage	1	10326	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/Act_挑战策划/小强强之怒右爆.lua		Harmful	0	0	0	2	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
小强强之怒终结	9419	测试技能	直接伤害技能	1	Physics	Damage	1	10326	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/Act_挑战策划/小强强之怒终结.lua		Harmful	0	0	0	2	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
小强强加暴击	9420	测试技能	直接伤害技能	1	Physics	Normal	1	10326	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NotHorse	1	0	1	1	1	0	1	1	1	1	Any	1	0	0	Invalid	0	AniAndSfx	Quest/Act_挑战策划/小强强加暴击.lua		Neutral	0	0	0	14	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	1	Any	0	63	0	63			0				Any			1		1													
七秀附魔_剑气长江额外伤害	9421	测试技能	直接伤害技能	32	LunarMagic	Damage	1	10287	4	TargetSingle	5	0	Invalid	0	4	10081	0	0	0	0	1	0	0	0	0	0	1	1	593	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Melee	0	None	七秀\猿公剑法_附魔剑气长江奇穴额外伤害.lua		Harmful	0	0	0	2214609150	2621341694					0	0	0	0	0	0		NotInSprint	Any				1	63		63		1	0				Any					1				1									
风雪稻香村_小怪关卡_重弩脱离	9422	测试技能	直接伤害技能	1	Physics	Normal	2	10305	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/风雪稻香村/风雪稻香村_小怪关卡_重弩脱离.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1													
亲昵_驴车_动作1	9423	测试技能	直接伤害技能	1	Physics	Normal	1	10005	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	Any	0	Any	0	63	0	63			0				Any					1													
亲昵_驴车_动作2	9424	测试技能	直接伤害技能	1	Physics	Normal	1	10005	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	Any	0	Any	0	63	0	63			0				Any					1													
亲昵_驴车_动作3	9425	测试技能	直接伤害技能	1	Physics	Normal	1	10005	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHoldHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	Any	0	Any	0	63	0	63			0				Any					1													
唐门_惊羽附魔_夺魄箭减追命CD	9426	测试技能	直接伤害技能	1	Physics	Normal	1	10278	10	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	唐门\90级奇穴\唐门_惊羽附魔_夺魄箭减CD.lua		Beneficial	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63			0				Any					1				1									
江海凝光爆4层急曲	9427	测试技能	直接伤害技能	32	LunarMagic	Damage	1	10073	4	TargetSingle	5	0	Invalid	0	4	0	0	0	0	0	1	0	0	0	1	0	1	1	593	4	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Melee	1	AniAndSfx	七秀\西河剑器_江海凝光伤害4层急曲.lua		Harmful	0	0	0	2214609150	2621341694	553				0	0	0	0	0	0		NotInSprint	Any				1	63		63		1	0				Any					1				1									
