ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
8049	0	atPhysicsCriticalDamagePowerBase	303	303	0	0	0	0	0	0	0	0	0	0	0	0
8050	0	atPhysicsCriticalDamagePowerBase	268	268	0	0	0	0	0	0	0	0	0	0	0	0
8051	0	atNeutralCriticalDamagePowerBase	593	593	0	0	0	0	0	0	0	0	0	0	0	0
8052	0	atPhysicsCriticalDamagePowerBase	307	307	0	0	0	0	0	0	0	0	0	0	0	0
8053	0	atNeutralCriticalDamagePowerBase	600	600	0	0	0	0	0	0	0	0	0	0	0	0
8054	0	atPhysicsCriticalDamagePowerBase	311	311	0	0	0	0	0	0	0	0	0	0	0	0
8055	0	atNeutralCriticalDamagePowerBase	608	608	0	0	0	0	0	0	0	0	0	0	0	0
8056	0	atPhysicsCriticalDamagePowerBase	315	315	0	0	0	0	0	0	0	0	0	0	0	0
8057	0	atPhysicsCriticalDamagePowerBase	271	271	0	0	0	0	0	0	0	0	0	0	0	0
8058	0	atPhysicsCriticalDamagePowerBase	275	275	0	0	0	0	0	0	0	0	0	0	0	0
8059	0	atPhysicsCriticalDamagePowerBase	278	278	0	0	0	0	0	0	0	0	0	0	0	0
8060	0	atNeutralCriticalDamagePowerBase	156	156	0	0	0	0	0	0	0	0	0	0	0	0
8061	0	atMagicCriticalDamagePowerBase	96	96	0	0	0	0	0	0	0	0	0	0	0	0
8062	0	atPhysicsCriticalDamagePowerBase	96	96	0	0	0	0	0	0	0	0	0	0	0	0
8063	0	atNeutralCriticalDamagePowerBase	175	175	0	0	0	0	0	0	0	0	0	0	0	0
8064	0	atPhysicsCriticalDamagePowerBase	78	78	0	0	0	0	0	0	0	0	0	0	0	0
8065	0	atNeutralCriticalDamagePowerBase	150	150	0	0	0	0	0	0	0	0	0	0	0	0
8066	0	atPhysicsCriticalDamagePowerBase	87	87	0	0	0	0	0	0	0	0	0	0	0	0
8067	0	atPhysicsCriticalDamagePowerBase	118	118	0	0	0	0	0	0	0	0	0	0	0	0
8068	0	atNeutralCriticalDamagePowerBase	259	259	0	0	0	0	0	0	0	0	0	0	0	0
8069	0	atNeutralCriticalDamagePowerBase	263	263	0	0	0	0	0	0	0	0	0	0	0	0
8070	0	atNeutralCriticalDamagePowerBase	268	268	0	0	0	0	0	0	0	0	0	0	0	0
8071	0	atNeutralCriticalDamagePowerBase	272	272	0	0	0	0	0	0	0	0	0	0	0	0
8072	0	atPhysicsCriticalDamagePowerBase	58	58	0	0	0	0	0	0	0	0	0	0	0	0
8073	0	atPhysicsCriticalDamagePowerBase	187	187	0	0	0	0	0	0	0	0	0	0	0	0
8074	0	atNeutralCriticalDamagePowerBase	303	303	0	0	0	0	0	0	0	0	0	0	0	0
8075	0	atNeutralCriticalDamagePowerBase	308	308	0	0	0	0	0	0	0	0	0	0	0	0
8076	0	atNeutralCriticalDamagePowerBase	312	312	0	0	0	0	0	0	0	0	0	0	0	0
8077	0	atNeutralCriticalDamagePowerBase	316	316	0	0	0	0	0	0	0	0	0	0	0	0
8078	0	atPhysicsCriticalDamagePowerBase	150	150	0	0	0	0	0	0	0	0	0	0	0	0
8079	0	atNeutralCriticalDamagePowerBase	325	325	0	0	0	0	0	0	0	0	0	0	0	0
8080	0	atNeutralCriticalDamagePowerBase	329	329	0	0	0	0	0	0	0	0	0	0	0	0
8081	0	atNeutralCriticalDamagePowerBase	334	334	0	0	0	0	0	0	0	0	0	0	0	0
8082	0	atNeutralCriticalDamagePowerBase	339	339	0	0	0	0	0	0	0	0	0	0	0	0
8083	0	atLunarCriticalDamagePowerBase	300	300	0	0	0	0	0	0	0	0	0	0	0	0
8084	0	atPhysicsCriticalDamagePowerBase	189	189	0	0	0	0	0	0	0	0	0	0	0	0
8085	0	atPhysicsCriticalDamagePowerBase	192	192	0	0	0	0	0	0	0	0	0	0	0	0
8086	0	atPhysicsCriticalDamagePowerBase	194	194	0	0	0	0	0	0	0	0	0	0	0	0
8087	0	atPhysicsCriticalDamagePowerBase	120	120	0	0	0	0	0	0	0	0	0	0	0	0
8088	0	atPhysicsCriticalDamagePowerBase	121	121	0	0	0	0	0	0	0	0	0	0	0	0
8089	0	atPhysicsCriticalDamagePowerBase	123	123	0	0	0	0	0	0	0	0	0	0	0	0
8090	0	atNeutralCriticalDamagePowerBase	210	210	0	0	0	0	0	0	0	0	0	0	0	0
8091	0	atPhysicsCriticalDamagePowerBase	114	114	0	0	0	0	0	0	0	0	0	0	0	0
8092	0	atPhysicsCriticalDamagePowerBase	115	115	0	0	0	0	0	0	0	0	0	0	0	0
8093	0	atPhysicsCriticalDamagePowerBase	117	117	0	0	0	0	0	0	0	0	0	0	0	0
8094	0	atPhysicsCriticalDamagePowerBase	119	119	0	0	0	0	0	0	0	0	0	0	0	0
8095	0	atMagicCriticalStrike	28	28	0	0	0	0	0	0	0	0	0	0	0	0
8096	0	atMagicCriticalStrike	60	60	0	0	0	0	0	0	0	0	0	0	0	0
8097	0	atMagicCriticalStrike	32	32	0	0	0	0	0	0	0	0	0	0	0	0
8098	0	atMagicAttackPowerBase	144	144	0	0	0	0	0	0	0	0	0	0	0	0
8099	0	atMagicAttackPowerBase	147	147	0	0	0	0	0	0	0	0	0	0	0	0
8100	0	atMagicAttackPowerBase	151	151	0	0	0	0	0	0	0	0	0	0	0	0
8101	0	atMagicAttackPowerBase	155	155	0	0	0	0	0	0	0	0	0	0	0	0
8102	0	atMagicCriticalStrike	50	50	0	0	0	0	0	0	0	0	0	0	0	0
8103	0	atMagicAttackPowerBase	103	103	0	0	0	0	0	0	0	0	0	0	0	0
8104	0	atPhysicsAttackPowerBase	144	144	0	0	0	0	0	0	0	0	0	0	0	0
8105	0	atMagicAttackPowerBase	100	100	0	0	0	0	0	0	0	0	0	0	0	0
8106	0	atPhysicsAttackPowerBase	107	107	0	0	0	0	0	0	0	0	0	0	0	0
8107	0	atSolarAttackPowerBase	200	200	0	0	0	0	0	0	0	0	0	0	0	0
8108	0	atSolarAttackPowerBase	207	207	0	0	0	0	0	0	0	0	0	0	0	0
8109	0	atMagicCriticalStrike	106	106	0	0	0	0	0	0	0	0	0	0	0	0
8110	0	atMagicCriticalStrike	34	34	0	0	0	0	0	0	0	0	0	0	0	0
8111	0	atMagicCriticalDamagePowerBase	129	129	0	0	0	0	0	0	0	0	0	0	0	0
8112	0	atMagicCriticalDamagePowerBase	132	132	0	0	0	0	0	0	0	0	0	0	0	0
8113	0	atMagicCriticalDamagePowerBase	134	134	0	0	0	0	0	0	0	0	0	0	0	0
8114	0	atMagicCriticalDamagePowerBase	136	136	0	0	0	0	0	0	0	0	0	0	0	0
8115	0	atMagicCriticalStrike	166	166	0	0	0	0	0	0	0	0	0	0	0	0
8116	0	atLunarHitValue	39	39	0	0	0	0	0	0	0	0	0	0	0	0
8117	0	atMagicHitValue	65	65	0	0	0	0	0	0	0	0	0	0	0	0
8118	0	atMagicHitValue	59	59	0	0	0	0	0	0	0	0	0	0	0	0
8119	0	atMagicHitValue	36	36	0	0	0	0	0	0	0	0	0	0	0	0
8120	0	atMagicHitValue	46	46	0	0	0	0	0	0	0	0	0	0	0	0
8121	0	atMagicHitValue	25	25	0	0	0	0	0	0	0	0	0	0	0	0
8122	0	atMagicHitValue	14	14	0	0	0	0	0	0	0	0	0	0	0	0
8123	0	atPhysicsShieldBase	833	833	0	0	0	0	0	0	0	0	0	0	0	0
8124	0	atNeutralCriticalStrike	45	45	0	0	0	0	0	0	0	0	0	0	0	0
8125	0	atNeutralCriticalStrike	47	47	0	0	0	0	0	0	0	0	0	0	0	0
8126	0	atNeutralCriticalStrike	50	50	0	0	0	0	0	0	0	0	0	0	0	0
8127	0	atNeutralCriticalStrike	39	39	0	0	0	0	0	0	0	0	0	0	0	0
8128	0	atNeutralCriticalStrike	41	41	0	0	0	0	0	0	0	0	0	0	0	0
8129	0	atPhysicsShieldBase	377	377	0	0	0	0	0	0	0	0	0	0	0	0
8130	0	atMagicCriticalStrike	64	64	0	0	0	0	0	0	0	0	0	0	0	0
8131	0	atSolarAttackPowerBase	64	64	0	0	0	0	0	0	0	0	0	0	0	0
8132	0	atSolarAttackPowerBase	86	86	0	0	0	0	0	0	0	0	0	0	0	0
8133	0	atTherapyPowerBase	354	354	0	0	0	0	0	0	0	0	0	0	0	0
8134	0	atNeutralAttackPowerBase	251	251	0	0	0	0	0	0	0	0	0	0	0	0
8135	0	atNeutralAttackPowerBase	258	258	0	0	0	0	0	0	0	0	0	0	0	0
8136	0	atNeutralCriticalStrike	227	227	0	0	0	0	0	0	0	0	0	0	0	0
8137	0	atNeutralAttackPowerBase	264	264	0	0	0	0	0	0	0	0	0	0	0	0
8138	0	atNeutralAttackPowerBase	271	271	0	0	0	0	0	0	0	0	0	0	0	0
8139	0	atSpunkBase	114	114	0	0	0	0	0	0	0	0	0	0	0	0
8140	0	atStrengthBase	109	109	0	0	0	0	0	0	0	0	0	0	0	0
8141	0	atStrengthBase	113	113	0	0	0	0	0	0	0	0	0	0	0	0
8142	0	atStrengthBase	115	115	0	0	0	0	0	0	0	0	0	0	0	0
8143	0	atSpiritBase	217	217	0	0	0	0	0	0	0	0	0	0	0	0
8144	0	atSpiritBase	221	221	0	0	0	0	0	0	0	0	0	0	0	0
8145	0	atSpiritBase	225	225	0	0	0	0	0	0	0	0	0	0	0	0
8146	0	atSpiritBase	228	228	0	0	0	0	0	0	0	0	0	0	0	0
8147	0	atSpiritBase	208	208	0	0	0	0	0	0	0	0	0	0	0	0
8148	0	atSpiritBase	245	245	0	0	0	0	0	0	0	0	0	0	0	0
8149	0	atSpiritBase	253	253	0	0	0	0	0	0	0	0	0	0	0	0
8150	0	atSpiritBase	258	258	0	0	0	0	0	0	0	0	0	0	0	0
8151	0	atDecriticalDamagePowerBase	240	240	0	0	0	0	0	0	0	0	0	0	0	0
8152	0	atDecriticalDamagePowerBase	350	350	0	0	0	0	0	0	0	0	0	0	0	0
8153	0	atSkillEventHandler	262	262	0	0	0	0	0	0	0	0	0	0	0	0
8154	0	atSkillEventHandler	263	263	0	0	0	0	0	0	0	0	0	0	0	0
8155	0	atSkillEventHandler	264	264	0	0	0	0	0	0	0	0	0	0	0	0
8156	0	atSkillEventHandler	265	265	0	0	0	0	0	0	0	0	0	0	0	0
8157	0	atSkillEventHandler	266	266	0	0	0	0	0	0	0	0	0	0	0	0
8158	0	atSkillEventHandler	267	267	0	0	0	0	0	0	0	0	0	0	0	0
8159	0	atSkillEventHandler	268	268	0	0	0	0	0	0	0	0	0	0	0	0
8160	0	atSkillEventHandler	269	269	0	0	0	0	0	0	0	0	0	0	0	0
8161	0	atSkillEventHandler	287	287	0	0	0	0	0	0	0	0	0	0	0	0
8162	0	atSkillEventHandler	288	288	0	0	0	0	0	0	0	0	0	0	0	0
8163	0	atSkillEventHandler	289	289	0	0	0	0	0	0	0	0	0	0	0	0
8164	0	atSkillEventHandler	290	290	0	0	0	0	0	0	0	0	0	0	0	0
8165	0	atSkillEventHandler	291	291	0	0	0	0	0	0	0	0	0	0	0	0
8166	0	atSkillEventHandler	292	292	0	0	0	0	0	0	0	0	0	0	0	0
8167	0	atSkillEventHandler	293	293	0	0	0	0	0	0	0	0	0	0	0	0
8168	0	atSkillEventHandler	294	294	0	0	0	0	0	0	0	0	0	0	0	0
8169	0	atSkillEventHandler	295	295	0	0	0	0	0	0	0	0	0	0	0	0
8170	0	atSkillEventHandler	296	296	0	0	0	0	0	0	0	0	0	0	0	0
8171	0	atSkillEventHandler	297	297	0	0	0	0	0	0	0	0	0	0	0	0
8172	0	atSkillEventHandler	298	298	0	0	0	0	0	0	0	0	0	0	0	0
8173	0	atSkillEventHandler	300	300	0	0	0	0	0	0	0	0	0	0	0	0
8174	0	atSkillEventHandler	301	301	0	0	0	0	0	0	0	0	0	0	0	0
8175	0	atSkillEventHandler	302	302	0	0	0	0	0	0	0	0	0	0	0	0
8176	0	atSkillEventHandler	303	303	0	0	0	0	0	0	0	0	0	0	0	0
8177	0	atSkillEventHandler	304	304	0	0	0	0	0	0	0	0	0	0	0	0
8178	0	atSkillEventHandler	305	305	0	0	0	0	0	0	0	0	0	0	0	0
8179	0	atSkillEventHandler	306	306	0	0	0	0	0	0	0	0	0	0	0	0
8180	0	atSkillEventHandler	307	307	0	0	0	0	0	0	0	0	0	0	0	0
8181	0	atSkillEventHandler	308	308	0	0	0	0	0	0	0	0	0	0	0	0
8182	0	atSkillEventHandler	309	309	0	0	0	0	0	0	0	0	0	0	0	0
8183	0	atSkillEventHandler	310	310	0	0	0	0	0	0	0	0	0	0	0	0
8184	0	atSkillEventHandler	311	311	0	0	0	0	0	0	0	0	0	0	0	0
8185	0	atActiveThreatCoefficient	0	0	102	102	0	0	0	0	0	0	0	0	0	0
8186	0	atActiveThreatCoefficient	0	0	-102	-102	0	0	0	0	0	0	0	0	0	0
8187	0	atActiveThreatCoefficient	0	0	152	152	0	0	0	0	0	0	0	0	0	0
8188	0	atActiveThreatCoefficient	0	0	-154	-154	0	0	0	0	0	0	0	0	0	0
8189	0	atActiveThreatCoefficient	0	0	204	204	0	0	0	0	0	0	0	0	0	0
8190	0	atActiveThreatCoefficient	0	0	-204	-204	0	0	0	0	0	0	0	0	0	0
8191	0	atModifyCostManaPercent	-51	-51	0	0	0	0	0	0	0	0	0	0	0	0
8192	0	atPhysicsShieldBase	893	893	0	0	0	0	0	0	0	0	0	0	0	0
8193	0	atPhysicsShieldBase	944	944	0	0	0	0	0	0	0	0	0	0	0	0
8194	0	atTherapyPowerBase	691	691	0	0	0	0	0	0	0	0	0	0	0	0
8195	0	atTherapyPowerBase	710	710	0	0	0	0	0	0	0	0	0	0	0	0
8196	0	atMagicCriticalStrike	69	69	0	0	0	0	0	0	0	0	0	0	0	0
8197	0	atPhysicsShieldBase	1031	1031	0	0	0	0	0	0	0	0	0	0	0	0
8198	0	atPhysicsShieldBase	995	995	0	0	0	0	0	0	0	0	0	0	0	0
8199	0	atPhysicsShieldBase	1048	1048	0	0	0	0	0	0	0	0	0	0	0	0
8200	0	atPhysicsShieldBase	549	549	0	0	0	0	0	0	0	0	0	0	0	0
8201	0	atMagicAttackPowerBase	145	145	0	0	0	0	0	0	0	0	0	0	0	0
8202	0	atSolarAttackPowerBase	145	145	0	0	0	0	0	0	0	0	0	0	0	0
8203	0	atTherapyPowerBase	290	290	0	0	0	0	0	0	0	0	0	0	0	0
8204	0	atMaxLifeAdditional	330	330	0	0	0	0	0	0	0	0	0	0	0	0
8205	0	atSolarAttackPowerBase	78	78	0	0	0	0	0	0	0	0	0	0	0	0
8206	0	atSolarAttackPowerBase	82	82	0	0	0	0	0	0	0	0	0	0	0	0
8207	0	atPhysicsCriticalStrike	174	174	0	0	0	0	0	0	0	0	0	0	0	0
8208	0	atPhysicsOvercomeBase	202	202	0	0	0	0	0	0	0	0	0	0	0	0
8209	0	atPhysicsOvercomeBase	209	209	0	0	0	0	0	0	0	0	0	0	0	0
8210	0	atPhysicsShieldBase	919	919	0	0	0	0	0	0	0	0	0	0	0	0
8211	0	atTherapyPowerBase	392	392	0	0	0	0	0	0	0	0	0	0	0	0
8212	0	atSolarHitValue	92	92	0	0	0	0	0	0	0	0	0	0	0	0
8213	0	atPhysicsShieldBase	691	691	0	0	0	0	0	0	0	0	0	0	0	0
8214	0	atDodge	99	99	0	0	0	0	0	0	0	0	0	0	0	0
8215	0	atPhysicsShieldBase	703	703	0	0	0	0	0	0	0	0	0	0	0	0
8216	0	atDodge	100	100	0	0	0	0	0	0	0	0	0	0	0	0
8217	0	atDodge	102	102	0	0	0	0	0	0	0	0	0	0	0	0
8218	0	atToughnessBase	185	185	0	0	0	0	0	0	0	0	0	0	0	0
8219	0	atDodge	73	73	0	0	0	0	0	0	0	0	0	0	0	0
8220	0	atPhysicsShieldBase	748	748	0	0	0	0	0	0	0	0	0	0	0	0
8221	0	atPhysicsShieldBase	453	453	0	0	0	0	0	0	0	0	0	0	0	0
8222	0	atLunarCriticalStrike	48	48	0	0	0	0	0	0	0	0	0	0	0	0
8223	0	atPhysicsShieldBase	502	502	0	0	0	0	0	0	0	0	0	0	0	0
8224	0	atNeutralAttackPowerBase	300	300	0	0	0	0	0	0	0	0	0	0	0	0
8225	0	atToughnessBase	213	213	0	0	0	0	0	0	0	0	0	0	0	0
8226	0	atTherapyPowerBase	935	935	0	0	0	0	0	0	0	0	0	0	0	0
8227	0	atTherapyPowerBase	965	965	0	0	0	0	0	0	0	0	0	0	0	0
8228	0	atPhysicsShieldBase	1106	1106	0	0	0	0	0	0	0	0	0	0	0	0
8229	0	atParryBase	124	124	0	0	0	0	0	0	0	0	0	0	0	0
8230	0	atParryValueBase	173	173	0	0	0	0	0	0	0	0	0	0	0	0
8231	0	atPhysicsShieldBase	1124	1124	0	0	0	0	0	0	0	0	0	0	0	0
8232	0	atPhysicsShieldBase	1142	1142	0	0	0	0	0	0	0	0	0	0	0	0
8233	0	atNeutralAttackPowerBase	376	376	0	0	0	0	0	0	0	0	0	0	0	0
8234	0	atNeutralAttackPowerBase	389	389	0	0	0	0	0	0	0	0	0	0	0	0
8235	0	atNeutralAttackPowerBase	395	395	0	0	0	0	0	0	0	0	0	0	0	0
8236	0	atSolarAttackPowerBase	326	326	0	0	0	0	0	0	0	0	0	0	0	0
8237	0	atSolarAttackPowerBase	331	331	0	0	0	0	0	0	0	0	0	0	0	0
8238	0	atSolarAttackPowerBase	337	337	0	0	0	0	0	0	0	0	0	0	0	0
8239	0	atSolarAttackPowerBase	342	342	0	0	0	0	0	0	0	0	0	0	0	0
8240	0	atTherapyPowerBase	1017	1017	0	0	0	0	0	0	0	0	0	0	0	0
8241	0	atTherapyPowerBase	1034	1034	0	0	0	0	0	0	0	0	0	0	0	0
8242	0	atPhysicsOvercomeBase	196	196	0	0	0	0	0	0	0	0	0	0	0	0
8243	0	atLunarAttackPowerBase	381	381	0	0	0	0	0	0	0	0	0	0	0	0
8244	0	atLunarAttackPowerBase	387	387	0	0	0	0	0	0	0	0	0	0	0	0
8245	0	atLunarAttackPowerBase	393	393	0	0	0	0	0	0	0	0	0	0	0	0
8246	0	atTherapyPowerBase	1104	1104	0	0	0	0	0	0	0	0	0	0	0	0
8247	0	atTherapyPowerBase	1123	1123	0	0	0	0	0	0	0	0	0	0	0	0
8248	0	atTherapyPowerBase	1143	1143	0	0	0	0	0	0	0	0	0	0	0	0
8249	0	atTherapyPowerBase	1163	1163	0	0	0	0	0	0	0	0	0	0	0	0
8250	0	atTherapyPowerBase	973	973	0	0	0	0	0	0	0	0	0	0	0	0
8251	0	atNeutralCriticalStrike	323	323	0	0	0	0	0	0	0	0	0	0	0	0
8252	0	atTherapyPowerBase	990	990	0	0	0	0	0	0	0	0	0	0	0	0
8253	0	atNeutralCriticalStrike	328	328	0	0	0	0	0	0	0	0	0	0	0	0
8254	0	atTherapyPowerBase	1008	1008	0	0	0	0	0	0	0	0	0	0	0	0
8255	0	atNeutralCriticalStrike	334	334	0	0	0	0	0	0	0	0	0	0	0	0
8256	0	atTherapyPowerBase	1025	1025	0	0	0	0	0	0	0	0	0	0	0	0
8257	0	atNeutralCriticalStrike	340	340	0	0	0	0	0	0	0	0	0	0	0	0
8258	0	atToughnessBase	224	224	0	0	0	0	0	0	0	0	0	0	0	0
8259	0	atStrainBase	144	144	0	0	0	0	0	0	0	0	0	0	0	0
8260	0	atPhysicsShieldBase	1452	1452	0	0	0	0	0	0	0	0	0	0	0	0
8261	0	atPhysicsShieldBase	1478	1478	0	0	0	0	0	0	0	0	0	0	0	0
8262	0	atPhysicsShieldBase	1503	1503	0	0	0	0	0	0	0	0	0	0	0	0
8263	0	atPhysicsShieldBase	1167	1167	0	0	0	0	0	0	0	0	0	0	0	0
8264	0	atParryBase	142	142	0	0	0	0	0	0	0	0	0	0	0	0
8265	0	atParryValueBase	198	198	0	0	0	0	0	0	0	0	0	0	0	0
8266	0	atPhysicsShieldBase	1188	1188	0	0	0	0	0	0	0	0	0	0	0	0
8267	0	atParryBase	144	144	0	0	0	0	0	0	0	0	0	0	0	0
8268	0	atParryValueBase	83	83	0	0	0	0	0	0	0	0	0	0	0	0
8269	0	atParryBase	147	147	0	0	0	0	0	0	0	0	0	0	0	0
8270	0	atParryValueBase	205	205	0	0	0	0	0	0	0	0	0	0	0	0
8271	0	atLunarCriticalStrike	153	153	0	0	0	0	0	0	0	0	0	0	0	0
8272	0	atLunarCriticalStrike	156	156	0	0	0	0	0	0	0	0	0	0	0	0
8273	0	atPhysicsShieldBase	1155	1155	0	0	0	0	0	0	0	0	0	0	0	0
8274	0	atDodge	165	165	0	0	0	0	0	0	0	0	0	0	0	0
8275	0	atPhysicsShieldBase	1179	1179	0	0	0	0	0	0	0	0	0	0	0	0
8276	0	atDodge	168	168	0	0	0	0	0	0	0	0	0	0	0	0
8277	0	atPhysicsShieldBase	1226	1226	0	0	0	0	0	0	0	0	0	0	0	0
8278	0	atDodge	175	175	0	0	0	0	0	0	0	0	0	0	0	0
8279	0	atNeutralAttackPowerBase	290	290	0	0	0	0	0	0	0	0	0	0	0	0
8280	0	atNeutralAttackPowerBase	296	296	0	0	0	0	0	0	0	0	0	0	0	0
8281	0	atPhysicsShieldBase	880	880	0	0	0	0	0	0	0	0	0	0	0	0
8282	0	atParryBase	99	99	0	0	0	0	0	0	0	0	0	0	0	0
8283	0	atPhysicsShieldBase	898	898	0	0	0	0	0	0	0	0	0	0	0	0
8284	0	atParryValueBase	143	143	0	0	0	0	0	0	0	0	0	0	0	0
8285	0	atPhysicsShieldBase	934	934	0	0	0	0	0	0	0	0	0	0	0	0
8286	0	atTherapyPowerBase	564	564	0	0	0	0	0	0	0	0	0	0	0	0
8287	0	atTherapyPowerBase	573	573	0	0	0	0	0	0	0	0	0	0	0	0
8288	0	atTherapyPowerBase	507	507	0	0	0	0	0	0	0	0	0	0	0	0
8289	0	atTherapyPowerBase	516	516	0	0	0	0	0	0	0	0	0	0	0	0
8290	0	atPhysicsShieldBase	1230	1230	0	0	0	0	0	0	0	0	0	0	0	0
8291	0	atParryBase	149	149	0	0	0	0	0	0	0	0	0	0	0	0
8292	0	atParryValueBase	209	209	0	0	0	0	0	0	0	0	0	0	0	0
8293	0	atPhysicsShieldBase	1360	1360	0	0	0	0	0	0	0	0	0	0	0	0
8294	0	atMaxLifeAdditional	230	230	0	0	0	0	0	0	0	0	0	0	0	0
8295	0	atPhysicsShieldBase	960	960	0	0	0	0	0	0	0	0	0	0	0	0
8296	0	atPhysicsShieldBase	746	746	0	0	0	0	0	0	0	0	0	0	0	0
8297	0	atPhysicsShieldBase	169	169	0	0	0	0	0	0	0	0	0	0	0	0
8298	0	atSkillEventHandler	272	272	0	0	0	0	0	0	0	0	0	0	0	0
8299	0	atBasePotentialAdd	25	25	0	0	0	0	0	0	0	0	0	0	0	0
8300	0	atBasePotentialAdd	35	35	0	0	0	0	0	0	0	0	0	0	0	0
8301	0	atTherapyPowerBase	934	934	0	0	0	0	0	0	0	0	0	0	0	0
8302	0	atTherapyPowerBase	757	757	0	0	0	0	0	0	0	0	0	0	0	0
8303	0	atNeutralCriticalStrike	298	298	0	0	0	0	0	0	0	0	0	0	0	0
8304	0	atNeutralAttackPowerBase	352	352	0	0	0	0	0	0	0	0	0	0	0	0
8305	0	atTherapyPowerBase	770	770	0	0	0	0	0	0	0	0	0	0	0	0
8306	0	atTherapyPowerBase	967	967	0	0	0	0	0	0	0	0	0	0	0	0
8307	0	atNeutralCriticalStrike	309	309	0	0	0	0	0	0	0	0	0	0	0	0
8308	0	atTherapyPowerBase	984	984	0	0	0	0	0	0	0	0	0	0	0	0
8309	0	atNeutralAttackPowerBase	364	364	0	0	0	0	0	0	0	0	0	0	0	0
8310	0	atNeutralCriticalStrike	314	314	0	0	0	0	0	0	0	0	0	0	0	0
8311	0	atPhysicsShieldBase	1272	1272	0	0	0	0	0	0	0	0	0	0	0	0
8312	0	atSolarAttackPowerBase	299	299	0	0	0	0	0	0	0	0	0	0	0	0
8313	0	atPhysicsShieldBase	1295	1295	0	0	0	0	0	0	0	0	0	0	0	0
8314	0	atSolarAttackPowerBase	305	305	0	0	0	0	0	0	0	0	0	0	0	0
8315	0	atSolarAttackPowerBase	310	310	0	0	0	0	0	0	0	0	0	0	0	0
8316	0	atPhysicsShieldBase	1341	1341	0	0	0	0	0	0	0	0	0	0	0	0
8317	0	atSolarAttackPowerBase	315	315	0	0	0	0	0	0	0	0	0	0	0	0
8318	0	atPhysicsCriticalStrike	343	343	0	0	0	0	0	0	0	0	0	0	0	0
8319	0	atNeutralCriticalStrike	464	464	0	0	0	0	0	0	0	0	0	0	0	0
8320	0	atNeutralAttackPowerBase	321	321	0	0	0	0	0	0	0	0	0	0	0	0
8321	0	atPhysicsCriticalStrike	349	349	0	0	0	0	0	0	0	0	0	0	0	0
8322	0	atNeutralCriticalStrike	473	473	0	0	0	0	0	0	0	0	0	0	0	0
8323	0	atPhysicsCriticalStrike	355	355	0	0	0	0	0	0	0	0	0	0	0	0
8324	0	atNeutralCriticalStrike	481	481	0	0	0	0	0	0	0	0	0	0	0	0
8325	0	atNeutralAttackPowerBase	332	332	0	0	0	0	0	0	0	0	0	0	0	0
8326	0	atPhysicsCriticalStrike	361	361	0	0	0	0	0	0	0	0	0	0	0	0
8327	0	atPhysicsAttackPowerBase	184	184	0	0	0	0	0	0	0	0	0	0	0	0
8328	0	atParryBase	114	114	0	0	0	0	0	0	0	0	0	0	0	0
8329	0	atParryValueBase	159	159	0	0	0	0	0	0	0	0	0	0	0	0
8330	0	atPhysicsShieldBase	1570	1570	0	0	0	0	0	0	0	0	0	0	0	0
8331	0	atPhysicsAttackPowerBase	187	187	0	0	0	0	0	0	0	0	0	0	0	0
8332	0	atPhysicsShieldBase	1034	1034	0	0	0	0	0	0	0	0	0	0	0	0
8333	0	atPhysicsShieldBase	1598	1598	0	0	0	0	0	0	0	0	0	0	0	0
8334	0	atPhysicsCriticalStrike	278	278	0	0	0	0	0	0	0	0	0	0	0	0
8335	0	atPhysicsAttackPowerBase	191	191	0	0	0	0	0	0	0	0	0	0	0	0
8336	0	atPhysicsShieldBase	1052	1052	0	0	0	0	0	0	0	0	0	0	0	0
8337	0	atParryValueBase	165	165	0	0	0	0	0	0	0	0	0	0	0	0
8338	0	atPhysicsShieldBase	1626	1626	0	0	0	0	0	0	0	0	0	0	0	0
8339	0	atPhysicsShieldBase	1070	1070	0	0	0	0	0	0	0	0	0	0	0	0
8340	0	atParryBase	120	120	0	0	0	0	0	0	0	0	0	0	0	0
8341	0	atParryValueBase	168	168	0	0	0	0	0	0	0	0	0	0	0	0
8342	0	atPhysicsShieldBase	1654	1654	0	0	0	0	0	0	0	0	0	0	0	0
8343	0	atPhysicsCriticalStrike	288	288	0	0	0	0	0	0	0	0	0	0	0	0
8344	0	atLunarCriticalStrike	459	459	0	0	0	0	0	0	0	0	0	0	0	0
8345	0	atLunarCriticalStrike	467	467	0	0	0	0	0	0	0	0	0	0	0	0
8346	0	atLunarCriticalStrike	476	476	0	0	0	0	0	0	0	0	0	0	0	0
8347	0	atLunarCriticalStrike	484	484	0	0	0	0	0	0	0	0	0	0	0	0
8348	0	atSkillEventHandler	214	214	0	0	0	0	0	0	0	0	0	0	0	0
8349	0	atAdjustProfessionLevel	4	4	5	5	0	0	0	0	0	0	0	0	0	0
8350	0	atTherapyPowerBase	425	425	0	0	0	0	0	0	0	0	0	0	0	0
8351	0	atPhysicsHitValue	120	120	0	0	0	0	0	0	0	0	0	0	0	0
8352	0	atPhysicsShieldBase	727	727	0	0	0	0	0	0	0	0	0	0	0	0
8353	0	atParryValueBase	123	123	0	0	0	0	0	0	0	0	0	0	0	0
