ID	Name	UIID	AttriName	Attribute1ID	Attribute1Value1	Attribute1Value2	Score	DiamondType1	Compare1	DiamondCount1	DiamondIntensity1	Attribute2ID	Attribute2Value1	Attribute2Value2	DiamondType2	Compare2	DiamondCount2	DiamondIntensity2	Attribute3ID	Attribute3Value1	Attribute3Value2	DiamondType3	Compare3	DiamondCount3	DiamondIntensity3	ScriptName	Attribute4ID	Attribute4Value1	Attribute4Value2	RepresentIndex	RepresentID	Time	DestItemSubType	TabType	TabIndex	PackageSize	MapInvalidMask	BelongKungfuID
2440	彩·破招·烈阳·浴火(壹)	32011		atSurplusValueBase	49	49	0	5	3	5	10	atSolarAttackPowerBase	52	52	5	3	6	45	atSolarCriticalDamagePowerBase	195	195	5	3	8	57									5	14012			
2441	彩·破招·烈阳·浴火(贰)	32012		atSurplusValueBase	98	98	0	5	3	7	20	atSolarAttackPowerBase	105	105	5	3	8	50	atSolarCriticalDamagePowerBase	390	390	5	3	10	62									5	14013			
2442	彩·破招·烈阳·浴火(叁)	32013		atSurplusValueBase	146	146	0	5	3	9	30	atSolarAttackPowerBase	157	157	5	3	10	55	atSolarCriticalDamagePowerBase	585	585	5	3	12	67									5	14014			
2443	彩·破招·烈阳·浴火(肆)	32014		atSurplusValueBase	195	195	0	5	3	11	40	atSolarAttackPowerBase	210	210	5	3	12	60	atSolarCriticalDamagePowerBase	780	780	5	3	14	72									5	14015			
2444	彩·破招·烈阳·浴火(伍)	32015		atSurplusValueBase	244	244	0	5	3	13	45	atSolarAttackPowerBase	262	262	5	3	14	75	atSolarCriticalDamagePowerBase	975	975	5	3	16	90									5	14016			
2445	彩·破招·烈阳·浴火(陆)	32016		atSurplusValueBase	293	293	0	5	3	14	50	atSolarAttackPowerBase	314	314	5	3	16	90	atSolarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
2446	彩·破招·日炎·烈阳(壹)	32017		atSurplusValueBase	49	49	0	5	3	5	10	atSolarOvercomeBase	98	98	5	3	6	45	atSolarAttackPowerBase	105	105	5	3	8	57									5	14018			
2447	彩·破招·日炎·烈阳(贰)	32018		atSurplusValueBase	98	98	0	5	3	7	20	atSolarOvercomeBase	195	195	5	3	8	50	atSolarAttackPowerBase	210	210	5	3	10	62									5	14019			
2448	彩·破招·日炎·烈阳(叁)	32019		atSurplusValueBase	146	146	0	5	3	9	30	atSolarOvercomeBase	293	293	5	3	10	55	atSolarAttackPowerBase	314	314	5	3	12	67									5	14020			
2449	彩·破招·日炎·烈阳(肆)	32020		atSurplusValueBase	195	195	0	5	3	11	40	atSolarOvercomeBase	390	390	5	3	12	60	atSolarAttackPowerBase	419	419	5	3	14	72									5	14021			
2450	彩·破招·日炎·烈阳(伍)	32021		atSurplusValueBase	244	244	0	5	3	13	45	atSolarOvercomeBase	488	488	5	3	14	75	atSolarAttackPowerBase	524	524	5	3	16	90									5	14022			
2451	彩·破招·日炎·烈阳(陆)	32022		atSurplusValueBase	293	293	0	5	3	14	50	atSolarOvercomeBase	585	585	5	3	16	90	atSolarAttackPowerBase	629	629	5	3	18	108									5	0			
2452	彩·破招·日炎·浴火(壹)	32023		atSurplusValueBase	49	49	0	5	3	5	10	atSolarOvercomeBase	98	98	5	3	6	45	atSolarCriticalDamagePowerBase	195	195	5	3	8	57									5	14024			
2453	彩·破招·日炎·浴火(贰)	32024		atSurplusValueBase	98	98	0	5	3	7	20	atSolarOvercomeBase	195	195	5	3	8	50	atSolarCriticalDamagePowerBase	390	390	5	3	10	62									5	14025			
2454	彩·破招·日炎·浴火(叁)	32025		atSurplusValueBase	146	146	0	5	3	9	30	atSolarOvercomeBase	293	293	5	3	10	55	atSolarCriticalDamagePowerBase	585	585	5	3	12	67									5	14026			
2455	彩·破招·日炎·浴火(肆)	32026		atSurplusValueBase	195	195	0	5	3	11	40	atSolarOvercomeBase	390	390	5	3	12	60	atSolarCriticalDamagePowerBase	780	780	5	3	14	72									5	14027			
2456	彩·破招·日炎·浴火(伍)	32027		atSurplusValueBase	244	244	0	5	3	13	45	atSolarOvercomeBase	488	488	5	3	14	75	atSolarCriticalDamagePowerBase	975	975	5	3	16	90									5	14028			
2457	彩·破招·日炎·浴火(陆)	32028		atSurplusValueBase	293	293	0	5	3	14	50	atSolarOvercomeBase	585	585	5	3	16	90	atSolarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
2458	彩·破招·浴火·烈阳(壹)	32029		atSurplusValueBase	49	49	0	5	3	5	10	atSolarCriticalDamagePowerBase	98	98	5	3	6	45	atSolarAttackPowerBase	105	105	5	3	8	57									5	14030			
2459	彩·破招·浴火·烈阳(贰)	32030		atSurplusValueBase	98	98	0	5	3	7	20	atSolarCriticalDamagePowerBase	195	195	5	3	8	50	atSolarAttackPowerBase	210	210	5	3	10	62									5	14031			
2460	彩·破招·浴火·烈阳(叁)	32031		atSurplusValueBase	146	146	0	5	3	9	30	atSolarCriticalDamagePowerBase	293	293	5	3	10	55	atSolarAttackPowerBase	314	314	5	3	12	67									5	14032			
2461	彩·破招·浴火·烈阳(肆)	32032		atSurplusValueBase	195	195	0	5	3	11	40	atSolarCriticalDamagePowerBase	390	390	5	3	12	60	atSolarAttackPowerBase	419	419	5	3	14	72									5	14033			
2462	彩·破招·浴火·烈阳(伍)	32033		atSurplusValueBase	244	244	0	5	3	13	45	atSolarCriticalDamagePowerBase	488	488	5	3	14	75	atSolarAttackPowerBase	524	524	5	3	16	90									5	14034			
2463	彩·破招·浴火·烈阳(陆)	32034		atSurplusValueBase	293	293	0	5	3	14	50	atSolarCriticalDamagePowerBase	585	585	5	3	16	90	atSolarAttackPowerBase	629	629	5	3	18	108									5	0			
2464	彩·破招·浴火·日炎(壹)	32035		atSurplusValueBase	49	49	0	5	3	5	10	atSolarCriticalDamagePowerBase	98	98	5	3	6	45	atSolarOvercomeBase	195	195	5	3	8	57									5	14036			
2465	彩·破招·浴火·日炎(贰)	32036		atSurplusValueBase	98	98	0	5	3	7	20	atSolarCriticalDamagePowerBase	195	195	5	3	8	50	atSolarOvercomeBase	390	390	5	3	10	62									5	14037			
2466	彩·破招·浴火·日炎(叁)	32037		atSurplusValueBase	146	146	0	5	3	9	30	atSolarCriticalDamagePowerBase	293	293	5	3	10	55	atSolarOvercomeBase	585	585	5	3	12	67									5	14038			
2467	彩·破招·浴火·日炎(肆)	32038		atSurplusValueBase	195	195	0	5	3	11	40	atSolarCriticalDamagePowerBase	390	390	5	3	12	60	atSolarOvercomeBase	780	780	5	3	14	72									5	14039			
2468	彩·破招·浴火·日炎(伍)	32039		atSurplusValueBase	244	244	0	5	3	13	45	atSolarCriticalDamagePowerBase	488	488	5	3	14	75	atSolarOvercomeBase	975	975	5	3	16	90									5	14040			
2469	彩·破招·浴火·日炎(陆)	32040		atSurplusValueBase	293	293	0	5	3	14	50	atSolarCriticalDamagePowerBase	585	585	5	3	16	90	atSolarOvercomeBase	1170	1170	5	3	18	108									5	0			
2470	彩·破招·大化·烈阳(壹)	32041		atSurplusValueBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atSolarAttackPowerBase	105	105	5	3	8	57									5	14042			
2471	彩·破招·大化·烈阳(贰)	32042		atSurplusValueBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atSolarAttackPowerBase	210	210	5	3	10	62									5	14043			
2472	彩·破招·大化·烈阳(叁)	32043		atSurplusValueBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atSolarAttackPowerBase	314	314	5	3	12	67									5	14044			
2473	彩·破招·大化·烈阳(肆)	32044		atSurplusValueBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atSolarAttackPowerBase	419	419	5	3	14	72									5	14045			
2474	彩·破招·大化·烈阳(伍)	32045		atSurplusValueBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atSolarAttackPowerBase	524	524	5	3	16	90									5	14046			
2475	彩·破招·大化·烈阳(陆)	32046		atSurplusValueBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atSolarAttackPowerBase	629	629	5	3	18	108									5	0			
2476	彩·破招·大化·日炎(壹)	32047		atSurplusValueBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atSolarOvercomeBase	195	195	5	3	8	57									5	14048			
2477	彩·破招·大化·日炎(贰)	32048		atSurplusValueBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atSolarOvercomeBase	390	390	5	3	10	62									5	14049			
2478	彩·破招·大化·日炎(叁)	32049		atSurplusValueBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atSolarOvercomeBase	585	585	5	3	12	67									5	14050			
2479	彩·破招·大化·日炎(肆)	32050		atSurplusValueBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atSolarOvercomeBase	780	780	5	3	14	72									5	14051			
2480	彩·破招·大化·日炎(伍)	32051		atSurplusValueBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atSolarOvercomeBase	975	975	5	3	16	90									5	14052			
2481	彩·破招·大化·日炎(陆)	32052		atSurplusValueBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atSolarOvercomeBase	1170	1170	5	3	18	108									5	0			
2482	彩·破招·大化·浴火(壹)	32053		atSurplusValueBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atSolarCriticalDamagePowerBase	195	195	5	3	8	57									5	14054			
2483	彩·破招·大化·浴火(贰)	32054		atSurplusValueBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atSolarCriticalDamagePowerBase	390	390	5	3	10	62									5	14055			
2484	彩·破招·大化·浴火(叁)	32055		atSurplusValueBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atSolarCriticalDamagePowerBase	585	585	5	3	12	67									5	14056			
2485	彩·破招·大化·浴火(肆)	32056		atSurplusValueBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atSolarCriticalDamagePowerBase	780	780	5	3	14	72									5	14057			
2486	彩·破招·大化·浴火(伍)	32057		atSurplusValueBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atSolarCriticalDamagePowerBase	975	975	5	3	16	90									5	14058			
2487	彩·破招·大化·浴火(陆)	32058		atSurplusValueBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atSolarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
2488	彩·破招·雷鸣·混沌(壹)	32059		atSurplusValueBase	49	49	0	5	3	5	10	atNeutralAttackPowerBase	52	52	5	3	6	45	atNeutralOvercomeBase	195	195	5	3	8	57									5	14060			
2489	彩·破招·雷鸣·混沌(贰)	32060		atSurplusValueBase	98	98	0	5	3	7	20	atNeutralAttackPowerBase	105	105	5	3	8	50	atNeutralOvercomeBase	390	390	5	3	10	62									5	14061			
2490	彩·破招·雷鸣·混沌(叁)	32061		atSurplusValueBase	146	146	0	5	3	9	30	atNeutralAttackPowerBase	157	157	5	3	10	55	atNeutralOvercomeBase	585	585	5	3	12	67									5	14062			
2491	彩·破招·雷鸣·混沌(肆)	32062		atSurplusValueBase	195	195	0	5	3	11	40	atNeutralAttackPowerBase	210	210	5	3	12	60	atNeutralOvercomeBase	780	780	5	3	14	72									5	14063			
2492	彩·破招·雷鸣·混沌(伍)	32063		atSurplusValueBase	244	244	0	5	3	13	45	atNeutralAttackPowerBase	262	262	5	3	14	75	atNeutralOvercomeBase	975	975	5	3	16	90									5	14064			
2493	彩·破招·雷鸣·混沌(陆)	32064		atSurplusValueBase	293	293	0	5	3	14	50	atNeutralAttackPowerBase	314	314	5	3	16	90	atNeutralOvercomeBase	1170	1170	5	3	18	108									5	0			
2494	彩·破招·雷鸣·霹雳(壹)	32065		atSurplusValueBase	49	49	0	5	3	5	10	atNeutralAttackPowerBase	52	52	5	3	6	45	atNeutralCriticalDamagePowerBase	195	195	5	3	8	57									5	14066			
2495	彩·破招·雷鸣·霹雳(贰)	32066		atSurplusValueBase	98	98	0	5	3	7	20	atNeutralAttackPowerBase	105	105	5	3	8	50	atNeutralCriticalDamagePowerBase	390	390	5	3	10	62									5	14067			
2496	彩·破招·雷鸣·霹雳(叁)	32067		atSurplusValueBase	146	146	0	5	3	9	30	atNeutralAttackPowerBase	157	157	5	3	10	55	atNeutralCriticalDamagePowerBase	585	585	5	3	12	67									5	14068			
2497	彩·破招·雷鸣·霹雳(肆)	32068		atSurplusValueBase	195	195	0	5	3	11	40	atNeutralAttackPowerBase	210	210	5	3	12	60	atNeutralCriticalDamagePowerBase	780	780	5	3	14	72									5	14069			
2498	彩·破招·雷鸣·霹雳(伍)	32069		atSurplusValueBase	244	244	0	5	3	13	45	atNeutralAttackPowerBase	262	262	5	3	14	75	atNeutralCriticalDamagePowerBase	975	975	5	3	16	90									5	14070			
2499	彩·破招·雷鸣·霹雳(陆)	32070		atSurplusValueBase	293	293	0	5	3	14	50	atNeutralAttackPowerBase	314	314	5	3	16	90	atNeutralCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
2500	彩·破招·混沌·雷鸣(壹)	32071		atSurplusValueBase	49	49	0	5	3	5	10	atNeutralOvercomeBase	98	98	5	3	6	45	atNeutralAttackPowerBase	105	105	5	3	8	57									5	14072			
2501	彩·破招·混沌·雷鸣(贰)	32072		atSurplusValueBase	98	98	0	5	3	7	20	atNeutralOvercomeBase	195	195	5	3	8	50	atNeutralAttackPowerBase	210	210	5	3	10	62									5	14073			
2502	彩·破招·混沌·雷鸣(叁)	32073		atSurplusValueBase	146	146	0	5	3	9	30	atNeutralOvercomeBase	293	293	5	3	10	55	atNeutralAttackPowerBase	314	314	5	3	12	67									5	14074			
2503	彩·破招·混沌·雷鸣(肆)	32074		atSurplusValueBase	195	195	0	5	3	11	40	atNeutralOvercomeBase	390	390	5	3	12	60	atNeutralAttackPowerBase	419	419	5	3	14	72									5	14075			
2504	彩·破招·混沌·雷鸣(伍)	32075		atSurplusValueBase	244	244	0	5	3	13	45	atNeutralOvercomeBase	488	488	5	3	14	75	atNeutralAttackPowerBase	524	524	5	3	16	90									5	14076			
2505	彩·破招·混沌·雷鸣(陆)	32076		atSurplusValueBase	293	293	0	5	3	14	50	atNeutralOvercomeBase	585	585	5	3	16	90	atNeutralAttackPowerBase	629	629	5	3	18	108									5	0			
2506	彩·破招·混沌·霹雳(壹)	32077		atSurplusValueBase	49	49	0	5	3	5	10	atNeutralOvercomeBase	98	98	5	3	6	45	atNeutralCriticalDamagePowerBase	195	195	5	3	8	57									5	14078			
2507	彩·破招·混沌·霹雳(贰)	32078		atSurplusValueBase	98	98	0	5	3	7	20	atNeutralOvercomeBase	195	195	5	3	8	50	atNeutralCriticalDamagePowerBase	390	390	5	3	10	62									5	14079			
2508	彩·破招·混沌·霹雳(叁)	32079		atSurplusValueBase	146	146	0	5	3	9	30	atNeutralOvercomeBase	293	293	5	3	10	55	atNeutralCriticalDamagePowerBase	585	585	5	3	12	67									5	14080			
2509	彩·破招·混沌·霹雳(肆)	32080		atSurplusValueBase	195	195	0	5	3	11	40	atNeutralOvercomeBase	390	390	5	3	12	60	atNeutralCriticalDamagePowerBase	780	780	5	3	14	72									5	14081			
2510	彩·破招·混沌·霹雳(伍)	32081		atSurplusValueBase	244	244	0	5	3	13	45	atNeutralOvercomeBase	488	488	5	3	14	75	atNeutralCriticalDamagePowerBase	975	975	5	3	16	90									5	14082			
2511	彩·破招·混沌·霹雳(陆)	32082		atSurplusValueBase	293	293	0	5	3	14	50	atNeutralOvercomeBase	585	585	5	3	16	90	atNeutralCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
2512	彩·破招·霹雳·雷鸣(壹)	32083		atSurplusValueBase	49	49	0	5	3	5	10	atNeutralCriticalDamagePowerBase	98	98	5	3	6	45	atNeutralAttackPowerBase	105	105	5	3	8	57									5	14084			
2513	彩·破招·霹雳·雷鸣(贰)	32084		atSurplusValueBase	98	98	0	5	3	7	20	atNeutralCriticalDamagePowerBase	195	195	5	3	8	50	atNeutralAttackPowerBase	210	210	5	3	10	62									5	14085			
2514	彩·破招·霹雳·雷鸣(叁)	32085		atSurplusValueBase	146	146	0	5	3	9	30	atNeutralCriticalDamagePowerBase	293	293	5	3	10	55	atNeutralAttackPowerBase	314	314	5	3	12	67									5	14086			
2515	彩·破招·霹雳·雷鸣(肆)	32086		atSurplusValueBase	195	195	0	5	3	11	40	atNeutralCriticalDamagePowerBase	390	390	5	3	12	60	atNeutralAttackPowerBase	419	419	5	3	14	72									5	14087			
2516	彩·破招·霹雳·雷鸣(伍)	32087		atSurplusValueBase	244	244	0	5	3	13	45	atNeutralCriticalDamagePowerBase	488	488	5	3	14	75	atNeutralAttackPowerBase	524	524	5	3	16	90									5	14088			
2517	彩·破招·霹雳·雷鸣(陆)	32088		atSurplusValueBase	293	293	0	5	3	14	50	atNeutralCriticalDamagePowerBase	585	585	5	3	16	90	atNeutralAttackPowerBase	629	629	5	3	18	108									5	0			
2518	彩·破招·霹雳·混沌(壹)	32089		atSurplusValueBase	49	49	0	5	3	5	10	atNeutralCriticalDamagePowerBase	98	98	5	3	6	45	atNeutralOvercomeBase	195	195	5	3	8	57									5	14090			
2519	彩·破招·霹雳·混沌(贰)	32090		atSurplusValueBase	98	98	0	5	3	7	20	atNeutralCriticalDamagePowerBase	195	195	5	3	8	50	atNeutralOvercomeBase	390	390	5	3	10	62									5	14091			
2520	彩·破招·霹雳·混沌(叁)	32091		atSurplusValueBase	146	146	0	5	3	9	30	atNeutralCriticalDamagePowerBase	293	293	5	3	10	55	atNeutralOvercomeBase	585	585	5	3	12	67									5	14092			
2521	彩·破招·霹雳·混沌(肆)	32092		atSurplusValueBase	195	195	0	5	3	11	40	atNeutralCriticalDamagePowerBase	390	390	5	3	12	60	atNeutralOvercomeBase	780	780	5	3	14	72									5	14093			
2522	彩·破招·霹雳·混沌(伍)	32093		atSurplusValueBase	244	244	0	5	3	13	45	atNeutralCriticalDamagePowerBase	488	488	5	3	14	75	atNeutralOvercomeBase	975	975	5	3	16	90									5	14094			
2523	彩·破招·霹雳·混沌(陆)	32094		atSurplusValueBase	293	293	0	5	3	14	50	atNeutralCriticalDamagePowerBase	585	585	5	3	16	90	atNeutralOvercomeBase	1170	1170	5	3	18	108									5	0			
2524	彩·破招·大化·雷鸣(壹)	32095		atSurplusValueBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atNeutralAttackPowerBase	105	105	5	3	8	57									5	14096			
2525	彩·破招·大化·雷鸣(贰)	32096		atSurplusValueBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atNeutralAttackPowerBase	210	210	5	3	10	62									5	14097			
2526	彩·破招·大化·雷鸣(叁)	32097		atSurplusValueBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atNeutralAttackPowerBase	314	314	5	3	12	67									5	14098			
2527	彩·破招·大化·雷鸣(肆)	32098		atSurplusValueBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atNeutralAttackPowerBase	419	419	5	3	14	72									5	14099			
2528	彩·破招·大化·雷鸣(伍)	32099		atSurplusValueBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atNeutralAttackPowerBase	524	524	5	3	16	90									5	14100			
2529	彩·破招·大化·雷鸣(陆)	32100		atSurplusValueBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atNeutralAttackPowerBase	629	629	5	3	18	108									5	0			
2530	彩·破招·大化·混沌(壹)	32101		atSurplusValueBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atNeutralOvercomeBase	195	195	5	3	8	57									5	14102			
2531	彩·破招·大化·混沌(贰)	32102		atSurplusValueBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atNeutralOvercomeBase	390	390	5	3	10	62									5	14103			
2532	彩·破招·大化·混沌(叁)	32103		atSurplusValueBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atNeutralOvercomeBase	585	585	5	3	12	67									5	14104			
2533	彩·破招·大化·混沌(肆)	32104		atSurplusValueBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atNeutralOvercomeBase	780	780	5	3	14	72									5	14105			
2534	彩·破招·大化·混沌(伍)	32105		atSurplusValueBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atNeutralOvercomeBase	975	975	5	3	16	90									5	14106			
2535	彩·破招·大化·混沌(陆)	32106		atSurplusValueBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atNeutralOvercomeBase	1170	1170	5	3	18	108									5	0			
2536	彩·破招·大化·霹雳(壹)	32107		atSurplusValueBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atNeutralCriticalDamagePowerBase	195	195	5	3	8	57									5	14108			
2537	彩·破招·大化·霹雳(贰)	32108		atSurplusValueBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atNeutralCriticalDamagePowerBase	390	390	5	3	10	62									5	14109			
2538	彩·破招·大化·霹雳(叁)	32109		atSurplusValueBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atNeutralCriticalDamagePowerBase	585	585	5	3	12	67									5	14110			
2539	彩·破招·大化·霹雳(肆)	32110		atSurplusValueBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atNeutralCriticalDamagePowerBase	780	780	5	3	14	72									5	14111			
2540	彩·破招·大化·霹雳(伍)	32111		atSurplusValueBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atNeutralCriticalDamagePowerBase	975	975	5	3	16	90									5	14112			
2541	彩·破招·大化·霹雳(陆)	32112		atSurplusValueBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atNeutralCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
2542	彩·破招·霜冷·冻髓(壹)	32113		atSurplusValueBase	49	49	0	5	3	5	10	atLunarAttackPowerBase	52	52	5	3	6	45	atLunarOvercomeBase	195	195	5	3	8	57									5	14114			
2543	彩·破招·霜冷·冻髓(贰)	32114		atSurplusValueBase	98	98	0	5	3	7	20	atLunarAttackPowerBase	105	105	5	3	8	50	atLunarOvercomeBase	390	390	5	3	10	62									5	14115			
2544	彩·破招·霜冷·冻髓(叁)	32115		atSurplusValueBase	146	146	0	5	3	9	30	atLunarAttackPowerBase	157	157	5	3	10	55	atLunarOvercomeBase	585	585	5	3	12	67									5	14116			
2545	彩·破招·霜冷·冻髓(肆)	32116		atSurplusValueBase	195	195	0	5	3	11	40	atLunarAttackPowerBase	210	210	5	3	12	60	atLunarOvercomeBase	780	780	5	3	14	72									5	14117			
2546	彩·破招·霜冷·冻髓(伍)	32117		atSurplusValueBase	244	244	0	5	3	13	45	atLunarAttackPowerBase	262	262	5	3	14	75	atLunarOvercomeBase	975	975	5	3	16	90									5	14118			
2547	彩·破招·霜冷·冻髓(陆)	32118		atSurplusValueBase	293	293	0	5	3	14	50	atLunarAttackPowerBase	314	314	5	3	16	90	atLunarOvercomeBase	1170	1170	5	3	18	108									5	0			
2548	彩·破招·霜冷·杯雪(壹)	32119		atSurplusValueBase	49	49	0	5	3	5	10	atLunarAttackPowerBase	52	52	5	3	6	45	atLunarCriticalDamagePowerBase	195	195	5	3	8	57									5	14120			
2549	彩·破招·霜冷·杯雪(贰)	32120		atSurplusValueBase	98	98	0	5	3	7	20	atLunarAttackPowerBase	105	105	5	3	8	50	atLunarCriticalDamagePowerBase	390	390	5	3	10	62									5	14121			
2550	彩·破招·霜冷·杯雪(叁)	32121		atSurplusValueBase	146	146	0	5	3	9	30	atLunarAttackPowerBase	157	157	5	3	10	55	atLunarCriticalDamagePowerBase	585	585	5	3	12	67									5	14122			
2551	彩·破招·霜冷·杯雪(肆)	32122		atSurplusValueBase	195	195	0	5	3	11	40	atLunarAttackPowerBase	210	210	5	3	12	60	atLunarCriticalDamagePowerBase	780	780	5	3	14	72									5	14123			
2552	彩·破招·霜冷·杯雪(伍)	32123		atSurplusValueBase	244	244	0	5	3	13	45	atLunarAttackPowerBase	262	262	5	3	14	75	atLunarCriticalDamagePowerBase	975	975	5	3	16	90									5	14124			
2553	彩·破招·霜冷·杯雪(陆)	32124		atSurplusValueBase	293	293	0	5	3	14	50	atLunarAttackPowerBase	314	314	5	3	16	90	atLunarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
