ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
4530	0	atPhysicsShieldBase	1818	1818	0	0	0	0	0	0	0	0	0	0	0	0
4531	0	atParryBase	204	204	0	0	0	0	0	0	0	0	0	0	0	0
4532	0	atParryValueBase	285	285	0	0	0	0	0	0	0	0	0	0	0	0
4533	0	atStrengthBase	119	119	0	0	0	0	0	0	0	0	0	0	0	0
4534	0	atPhysicsCriticalStrike	381	381	0	0	0	0	0	0	0	0	0	0	0	0
4535	0	atPhysicsAttackPowerBase	349	349	0	0	0	0	0	0	0	0	0	0	0	0
4536	0	atPhysicsHitValue	221	221	0	0	0	0	0	0	0	0	0	0	0	0
4537	0	atVitalityBase	234	234	0	0	0	0	0	0	0	0	0	0	0	0
4538	0	atAgilityBase	104	104	0	0	0	0	0	0	0	0	0	0	0	0
4539	0	atPhysicsShieldBase	2846	2846	0	0	0	0	0	0	0	0	0	0	0	0
4540	0	atPhysicsAttackPowerBase	274	274	0	0	0	0	0	0	0	0	0	0	0	0
4541	0	atPhysicsOvercomeBase	1305	1305	0	0	0	0	0	0	0	0	0	0	0	0
4542	0	atSpiritBase	137	137	0	0	0	0	0	0	0	0	0	0	0	0
4543	0	atAgilityBase	82	82	0	0	0	0	0	0	0	0	0	0	0	0
4544	0	atPhysicsShieldBase	1841	1841	0	0	0	0	0	0	0	0	0	0	0	0
4545	0	atParryBase	206	206	0	0	0	0	0	0	0	0	0	0	0	0
4546	0	atParryValueBase	288	288	0	0	0	0	0	0	0	0	0	0	0	0
4547	0	atPhysicsCriticalDamagePowerBase	542	542	0	0	0	0	0	0	0	0	0	0	0	0
4548	0	atPhysicsCriticalStrike	397	397	0	0	0	0	0	0	0	0	0	0	0	0
4549	0	atStrainBase	186	186	0	0	0	0	0	0	0	0	0	0	0	0
4550	0	atPhysicsCriticalDamagePowerBase	549	549	0	0	0	0	0	0	0	0	0	0	0	0
4551	0	atPhysicsCriticalStrike	402	402	0	0	0	0	0	0	0	0	0	0	0	0
4552	0	atStrainBase	188	188	0	0	0	0	0	0	0	0	0	0	0	0
4553	0	atStrengthBase	100	100	0	0	0	0	0	0	0	0	0	0	0	0
4554	0	atPhysicsCriticalDamagePowerBase	556	556	0	0	0	0	0	0	0	0	0	0	0	0
4555	0	atPhysicsCriticalStrike	407	407	0	0	0	0	0	0	0	0	0	0	0	0
4556	0	atStrainBase	191	191	0	0	0	0	0	0	0	0	0	0	0	0
4557	0	atLunarAttackPowerBase	140	140	0	0	0	0	0	0	0	0	0	0	0	0
4558	0	atLunarAttackPowerBase	222	222	0	0	0	0	0	0	0	0	0	0	0	0
4559	0	atLunarAttackPowerBase	228	228	0	0	0	0	0	0	0	0	0	0	0	0
4560	0	atLunarAttackPowerBase	234	234	0	0	0	0	0	0	0	0	0	0	0	0
4561	0	atLunarAttackPowerBase	293	293	0	0	0	0	0	0	0	0	0	0	0	0
4562	0	atStrainBase	61	61	0	0	0	0	0	0	0	0	0	0	0	0
4563	0	atTherapyPowerBase	721	721	0	0	0	0	0	0	0	0	0	0	0	0
4564	0	atLunarAttackPowerBase	299	299	0	0	0	0	0	0	0	0	0	0	0	0
4565	0	atLunarAttackPowerBase	305	305	0	0	0	0	0	0	0	0	0	0	0	0
4566	0	atTherapyPowerBase	751	751	0	0	0	0	0	0	0	0	0	0	0	0
4567	0	atTherapyPowerBase	759	759	0	0	0	0	0	0	0	0	0	0	0	0
4568	0	atLunarAttackPowerBase	315	315	0	0	0	0	0	0	0	0	0	0	0	0
4569	0	atTherapyPowerBase	774	774	0	0	0	0	0	0	0	0	0	0	0	0
4570	0	atTherapyPowerBase	789	789	0	0	0	0	0	0	0	0	0	0	0	0
4571	0	atTherapyPowerBase	820	820	0	0	0	0	0	0	0	0	0	0	0	0
4572	0	atLunarCriticalStrike	443	443	0	0	0	0	0	0	0	0	0	0	0	0
4573	0	atTherapyPowerBase	835	835	0	0	0	0	0	0	0	0	0	0	0	0
4574	0	atLunarCriticalStrike	451	451	0	0	0	0	0	0	0	0	0	0	0	0
4575	0	atTherapyPowerBase	851	851	0	0	0	0	0	0	0	0	0	0	0	0
4576	0	atLunarCriticalStrike	460	460	0	0	0	0	0	0	0	0	0	0	0	0
4577	0	atLunarAttackPowerBase	349	349	0	0	0	0	0	0	0	0	0	0	0	0
4578	0	atLunarOvercomeBase	24	24	0	0	0	0	0	0	0	0	0	0	0	0
4579	0	atTherapyPowerBase	858	858	0	0	0	0	0	0	0	0	0	0	0	0
4580	0	atLunarAttackPowerBase	449	449	0	0	0	0	0	0	0	0	0	0	0	0
4581	0	atLunarOvercomeBase	31	31	0	0	0	0	0	0	0	0	0	0	0	0
4582	0	atLunarAttackPowerBase	470	470	0	0	0	0	0	0	0	0	0	0	0	0
4583	0	atLunarHitValue	157	157	0	0	0	0	0	0	0	0	0	0	0	0
4584	0	atTherapyPowerBase	866	866	0	0	0	0	0	0	0	0	0	0	0	0
4585	0	atLunarCriticalStrike	468	468	0	0	0	0	0	0	0	0	0	0	0	0
4586	0	atLunarAttackPowerBase	355	355	0	0	0	0	0	0	0	0	0	0	0	0
4587	0	atLunarOvercomeBase	25	25	0	0	0	0	0	0	0	0	0	0	0	0
4588	0	atTherapyPowerBase	874	874	0	0	0	0	0	0	0	0	0	0	0	0
4589	0	atLunarAttackPowerBase	457	457	0	0	0	0	0	0	0	0	0	0	0	0
4590	0	atLunarOvercomeBase	32	32	0	0	0	0	0	0	0	0	0	0	0	0
4591	0	atLunarAttackPowerBase	361	361	0	0	0	0	0	0	0	0	0	0	0	0
4592	0	atStrainBase	75	75	0	0	0	0	0	0	0	0	0	0	0	0
4593	0	atTherapyPowerBase	889	889	0	0	0	0	0	0	0	0	0	0	0	0
4594	0	atLunarAttackPowerBase	465	465	0	0	0	0	0	0	0	0	0	0	0	0
4595	0	atLunarAttackPowerBase	365	365	0	0	0	0	0	0	0	0	0	0	0	0
4596	0	atTherapyPowerBase	842	842	0	0	0	0	0	0	0	0	0	0	0	0
4597	0	atToughnessBase	251	251	0	0	0	0	0	0	0	0	0	0	0	0
4598	0	atLunarAttackPowerBase	368	368	0	0	0	0	0	0	0	0	0	0	0	0
4599	0	atStrainBase	76	76	0	0	0	0	0	0	0	0	0	0	0	0
4600	0	atTherapyPowerBase	904	904	0	0	0	0	0	0	0	0	0	0	0	0
4601	0	atLunarAttackPowerBase	473	473	0	0	0	0	0	0	0	0	0	0	0	0
4602	0	atLunarOvercomeBase	33	33	0	0	0	0	0	0	0	0	0	0	0	0
4603	0	atLunarAttackPowerBase	371	371	0	0	0	0	0	0	0	0	0	0	0	0
4604	0	atLunarOvercomeBase	26	26	0	0	0	0	0	0	0	0	0	0	0	0
4605	0	atTherapyPowerBase	857	857	0	0	0	0	0	0	0	0	0	0	0	0
4606	0	atToughnessBase	255	255	0	0	0	0	0	0	0	0	0	0	0	0
4607	0	atLunarAttackPowerBase	377	377	0	0	0	0	0	0	0	0	0	0	0	0
4608	0	atTherapyPowerBase	871	871	0	0	0	0	0	0	0	0	0	0	0	0
4609	0	atToughnessBase	259	259	0	0	0	0	0	0	0	0	0	0	0	0
4610	0	atLunarAttackPowerBase	418	418	0	0	0	0	0	0	0	0	0	0	0	0
4611	0	atLunarOvercomeBase	34	34	0	0	0	0	0	0	0	0	0	0	0	0
4612	0	atTherapyPowerBase	1083	1083	0	0	0	0	0	0	0	0	0	0	0	0
4613	0	atLunarAttackPowerBase	383	383	0	0	0	0	0	0	0	0	0	0	0	0
4614	0	atLunarOvercomeBase	27	27	0	0	0	0	0	0	0	0	0	0	0	0
4615	0	atTherapyPowerBase	885	885	0	0	0	0	0	0	0	0	0	0	0	0
4616	0	atToughnessBase	264	264	0	0	0	0	0	0	0	0	0	0	0	0
4617	0	atTherapyPowerBase	1222	1222	0	0	0	0	0	0	0	0	0	0	0	0
4618	0	atTherapyPowerBase	1241	1241	0	0	0	0	0	0	0	0	0	0	0	0
4619	0	atTherapyPowerBase	1261	1261	0	0	0	0	0	0	0	0	0	0	0	0
4620	0	atLunarAttackPowerBase	517	517	0	0	0	0	0	0	0	0	0	0	0	0
4621	0	atLunarOvercomeBase	36	36	0	0	0	0	0	0	0	0	0	0	0	0
4622	0	atSpunkBase	109	109	0	0	0	0	0	0	0	0	0	0	0	0
4623	0	atLunarAttackPowerBase	525	525	0	0	0	0	0	0	0	0	0	0	0	0
4624	0	atSpunkBase	103	103	0	0	0	0	0	0	0	0	0	0	0	0
4625	0	atLunarAttackPowerBase	529	529	0	0	0	0	0	0	0	0	0	0	0	0
4626	0	atLunarOvercomeBase	37	37	0	0	0	0	0	0	0	0	0	0	0	0
4627	0	atTherapyPowerBase	1300	1300	0	0	0	0	0	0	0	0	0	0	0	0
4628	0	atSpunkBase	110	110	0	0	0	0	0	0	0	0	0	0	0	0
4629	0	atLunarAttackPowerBase	533	533	0	0	0	0	0	0	0	0	0	0	0	0
4630	0	atLunarAttackPowerBase	537	537	0	0	0	0	0	0	0	0	0	0	0	0
4631	0	atSpunkBase	106	106	0	0	0	0	0	0	0	0	0	0	0	0
4632	0	atLunarAttackPowerBase	545	545	0	0	0	0	0	0	0	0	0	0	0	0
4633	0	atLunarOvercomeBase	38	38	0	0	0	0	0	0	0	0	0	0	0	0
4634	0	atTherapyPowerBase	1340	1340	0	0	0	0	0	0	0	0	0	0	0	0
4635	0	atSpunkBase	108	108	0	0	0	0	0	0	0	0	0	0	0	0
4636	0	atLunarAttackPowerBase	553	553	0	0	0	0	0	0	0	0	0	0	0	0
4637	0	atTherapyPowerBase	1359	1359	0	0	0	0	0	0	0	0	0	0	0	0
4638	0	atLunarAttackPowerBase	583	583	0	0	0	0	0	0	0	0	0	0	0	0
4639	0	atLunarHitValue	194	194	0	0	0	0	0	0	0	0	0	0	0	0
4640	0	atTherapyPowerBase	1369	1369	0	0	0	0	0	0	0	0	0	0	0	0
4641	0	atLunarAttackPowerBase	591	591	0	0	0	0	0	0	0	0	0	0	0	0
4642	0	atLunarHitValue	197	197	0	0	0	0	0	0	0	0	0	0	0	0
4643	0	atTherapyPowerBase	1389	1389	0	0	0	0	0	0	0	0	0	0	0	0
4644	0	atLunarAttackPowerBase	600	600	0	0	0	0	0	0	0	0	0	0	0	0
4645	0	atLunarHitValue	200	200	0	0	0	0	0	0	0	0	0	0	0	0
4646	0	atTherapyPowerBase	1408	1408	0	0	0	0	0	0	0	0	0	0	0	0
4647	0	atSpunkBase	98	98	0	0	0	0	0	0	0	0	0	0	0	0
4648	0	atLunarAttackPowerBase	527	527	0	0	0	0	0	0	0	0	0	0	0	0
4649	0	atLunarOvercomeBase	43	43	0	0	0	0	0	0	0	0	0	0	0	0
4650	0	atDecriticalDamagePowerBase	288	288	0	0	0	0	0	0	0	0	0	0	0	0
4651	0	atSpunkBase	113	113	0	0	0	0	0	0	0	0	0	0	0	0
4652	0	atLunarAttackPowerBase	604	604	0	0	0	0	0	0	0	0	0	0	0	0
4653	0	atLunarHitValue	169	169	0	0	0	0	0	0	0	0	0	0	0	0
4654	0	atSpiritBase	199	199	0	0	0	0	0	0	0	0	0	0	0	0
4655	0	atTherapyPowerBase	1516	1516	0	0	0	0	0	0	0	0	0	0	0	0
4656	0	atTherapyPowerBase	1366	1366	0	0	0	0	0	0	0	0	0	0	0	0
4657	0	atDecriticalDamagePowerBase	371	371	0	0	0	0	0	0	0	0	0	0	0	0
4658	0	atSpunkBase	99	99	0	0	0	0	0	0	0	0	0	0	0	0
4659	0	atLunarAttackPowerBase	534	534	0	0	0	0	0	0	0	0	0	0	0	0
4660	0	atDecriticalDamagePowerBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
4661	0	atSpunkBase	115	115	0	0	0	0	0	0	0	0	0	0	0	0
4662	0	atLunarAttackPowerBase	612	612	0	0	0	0	0	0	0	0	0	0	0	0
4663	0	atLunarHitValue	171	171	0	0	0	0	0	0	0	0	0	0	0	0
4664	0	atSpiritBase	202	202	0	0	0	0	0	0	0	0	0	0	0	0
4665	0	atTherapyPowerBase	1536	1536	0	0	0	0	0	0	0	0	0	0	0	0
4666	0	atVitalityBase	131	131	0	0	0	0	0	0	0	0	0	0	0	0
4667	0	atTherapyPowerBase	1384	1384	0	0	0	0	0	0	0	0	0	0	0	0
4668	0	atToughnessBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
4669	0	atDecriticalDamagePowerBase	376	376	0	0	0	0	0	0	0	0	0	0	0	0
4670	0	atSpunkBase	101	101	0	0	0	0	0	0	0	0	0	0	0	0
4671	0	atLunarAttackPowerBase	541	541	0	0	0	0	0	0	0	0	0	0	0	0
4672	0	atLunarOvercomeBase	44	44	0	0	0	0	0	0	0	0	0	0	0	0
4673	0	atDecriticalDamagePowerBase	296	296	0	0	0	0	0	0	0	0	0	0	0	0
4674	0	atSpunkBase	116	116	0	0	0	0	0	0	0	0	0	0	0	0
4675	0	atLunarAttackPowerBase	620	620	0	0	0	0	0	0	0	0	0	0	0	0
4676	0	atLunarHitValue	174	174	0	0	0	0	0	0	0	0	0	0	0	0
4677	0	atVitalityBase	133	133	0	0	0	0	0	0	0	0	0	0	0	0
4678	0	atSpiritBase	204	204	0	0	0	0	0	0	0	0	0	0	0	0
4679	0	atTherapyPowerBase	1556	1556	0	0	0	0	0	0	0	0	0	0	0	0
4680	0	atTherapyPowerBase	1402	1402	0	0	0	0	0	0	0	0	0	0	0	0
4681	0	atToughnessBase	379	379	0	0	0	0	0	0	0	0	0	0	0	0
4682	0	atDecriticalDamagePowerBase	381	381	0	0	0	0	0	0	0	0	0	0	0	0
4683	0	atTherapyPowerBase	1566	1566	0	0	0	0	0	0	0	0	0	0	0	0
4684	0	atSpiritBase	193	193	0	0	0	0	0	0	0	0	0	0	0	0
4685	0	atTherapyPowerBase	1585	1585	0	0	0	0	0	0	0	0	0	0	0	0
4686	0	atSpiritBase	196	196	0	0	0	0	0	0	0	0	0	0	0	0
4687	0	atTherapyPowerBase	1605	1605	0	0	0	0	0	0	0	0	0	0	0	0
4688	0	atPhysicsOvercomeBase	155	155	0	0	0	0	0	0	0	0	0	0	0	0
4689	0	atNeutralOvercomeBase	5	5	0	0	0	0	0	0	0	0	0	0	0	0
4690	0	atPhysicsOvercomeBase	192	192	0	0	0	0	0	0	0	0	0	0	0	0
4691	0	atPhysicsOvercomeBase	227	227	0	0	0	0	0	0	0	0	0	0	0	0
4692	0	atNeutralOvercomeBase	8	8	0	0	0	0	0	0	0	0	0	0	0	0
4693	0	atLunarAttackPowerBase	12	12	0	0	0	0	0	0	0	0	0	0	0	0
4694	0	atLunarOvercomeBase	8	8	0	0	0	0	0	0	0	0	0	0	0	0
4695	0	atPhysicsOvercomeBase	233	233	0	0	0	0	0	0	0	0	0	0	0	0
4696	0	atNeutralCriticalStrike	100	100	0	0	0	0	0	0	0	0	0	0	0	0
4697	0	atPhysicsOvercomeBase	214	214	0	0	0	0	0	0	0	0	0	0	0	0
4698	0	atLunarAttackPowerBase	40	40	0	0	0	0	0	0	0	0	0	0	0	0
4699	0	atSolarCriticalStrike	60	60	0	0	0	0	0	0	0	0	0	0	0	0
4700	0	atPhysicsOvercomeBase	218	218	0	0	0	0	0	0	0	0	0	0	0	0
4701	0	atSolarOvercomeBase	6	6	0	0	0	0	0	0	0	0	0	0	0	0
4702	0	atSolarCriticalStrike	110	110	0	0	0	0	0	0	0	0	0	0	0	0
4703	0	atPhysicsOvercomeBase	255	255	0	0	0	0	0	0	0	0	0	0	0	0
4704	0	atNeutralCriticalStrike	107	107	0	0	0	0	0	0	0	0	0	0	0	0
4705	0	atNeutralCriticalStrike	122	122	0	0	0	0	0	0	0	0	0	0	0	0
4706	0	atPhysicsOvercomeBase	364	364	0	0	0	0	0	0	0	0	0	0	0	0
4707	0	atPhysicsOvercomeBase	323	323	0	0	0	0	0	0	0	0	0	0	0	0
4708	0	atNeutralAttackPowerBase	49	49	0	0	0	0	0	0	0	0	0	0	0	0
4709	0	atNeutralAttackPowerBase	93	93	0	0	0	0	0	0	0	0	0	0	0	0
4710	0	atPhysicsShieldBase	849	849	0	0	0	0	0	0	0	0	0	0	0	0
4711	0	atPhysicsAttackPowerBase	56	56	0	0	0	0	0	0	0	0	0	0	0	0
4712	0	atPhysicsOvercomeBase	612	612	0	0	0	0	0	0	0	0	0	0	0	0
4713	0	atPhysicsOvercomeBase	588	588	0	0	0	0	0	0	0	0	0	0	0	0
4714	0	atNeutralAttackPowerBase	90	90	0	0	0	0	0	0	0	0	0	0	0	0
4715	0	atNeutralOvercomeBase	20	20	0	0	0	0	0	0	0	0	0	0	0	0
4716	0	atNeutralCriticalStrike	243	243	0	0	0	0	0	0	0	0	0	0	0	0
4717	0	atTherapyPowerBase	396	396	0	0	0	0	0	0	0	0	0	0	0	0
4718	0	atSolarCriticalStrike	210	210	0	0	0	0	0	0	0	0	0	0	0	0
4719	0	atToughnessBase	151	151	0	0	0	0	0	0	0	0	0	0	0	0
4720	0	atPhysicsOvercomeBase	516	516	0	0	0	0	0	0	0	0	0	0	0	0
4721	0	atDecriticalDamagePowerBase	119	119	0	0	0	0	0	0	0	0	0	0	0	0
4722	0	atDecriticalDamagePowerBase	117	117	0	0	0	0	0	0	0	0	0	0	0	0
4723	0	atPhysicsShieldBase	740	740	0	0	0	0	0	0	0	0	0	0	0	0
4724	0	atParryBase	83	83	0	0	0	0	0	0	0	0	0	0	0	0
4725	0	atParryValueBase	116	116	0	0	0	0	0	0	0	0	0	0	0	0
4726	0	atTherapyPowerBase	454	454	0	0	0	0	0	0	0	0	0	0	0	0
4727	0	atTherapyPowerBase	440	440	0	0	0	0	0	0	0	0	0	0	0	0
4728	0	atParryBase	80	80	0	0	0	0	0	0	0	0	0	0	0	0
4729	0	atParryValueBase	112	112	0	0	0	0	0	0	0	0	0	0	0	0
4730	0	atPhysicsCriticalStrike	214	214	0	0	0	0	0	0	0	0	0	0	0	0
4731	0	atSolarCriticalStrike	233	233	0	0	0	0	0	0	0	0	0	0	0	0
4732	0	atTherapyPowerBase	51	51	0	0	0	0	0	0	0	0	0	0	0	0
4733	0	atNeutralAttackPowerBase	22	22	0	0	0	0	0	0	0	0	0	0	0	0
4734	0	atTherapyPowerBase	64	64	0	0	0	0	0	0	0	0	0	0	0	0
4735	0	atPhysicsOvercomeBase	199	199	0	0	0	0	0	0	0	0	0	0	0	0
4736	0	atSolarCriticalStrike	98	98	0	0	0	0	0	0	0	0	0	0	0	0
4737	0	atLunarAttackPowerBase	47	47	0	0	0	0	0	0	0	0	0	0	0	0
4738	0	atSolarCriticalStrike	119	119	0	0	0	0	0	0	0	0	0	0	0	0
4739	0	atNeutralCriticalStrike	85	85	0	0	0	0	0	0	0	0	0	0	0	0
4740	0	atPhysicsOvercomeBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
4741	0	atPhysicsOvercomeBase	242	242	0	0	0	0	0	0	0	0	0	0	0	0
4742	0	atPhysicsShieldBase	442	442	0	0	0	0	0	0	0	0	0	0	0	0
4743	0	atPhysicsOvercomeBase	385	385	0	0	0	0	0	0	0	0	0	0	0	0
4744	0	atLunarAttackPowerBase	73	73	0	0	0	0	0	0	0	0	0	0	0	0
4745	0	atSolarCriticalStrike	77	77	0	0	0	0	0	0	0	0	0	0	0	0
4746	0	atPhysicsShieldBase	57	57	0	0	0	0	0	0	0	0	0	0	0	0
4747	0	atPhysicsOvercomeBase	331	331	0	0	0	0	0	0	0	0	0	0	0	0
4748	0	atLunarCriticalStrike	110	110	0	0	0	0	0	0	0	0	0	0	0	0
4749	0	atNeutralAttackPowerBase	12	12	0	0	0	0	0	0	0	0	0	0	0	0
4750	0	atPhysicsOvercomeBase	333	333	0	0	0	0	0	0	0	0	0	0	0	0
4751	0	atPhysicsShieldBase	649	649	0	0	0	0	0	0	0	0	0	0	0	0
4752	0	atNeutralCriticalStrike	194	194	0	0	0	0	0	0	0	0	0	0	0	0
4753	0	atPhysicsOvercomeBase	553	553	0	0	0	0	0	0	0	0	0	0	0	0
4754	0	atStrainBase	48	48	0	0	0	0	0	0	0	0	0	0	0	0
4755	0	atPhysicsOvercomeBase	468	468	0	0	0	0	0	0	0	0	0	0	0	0
4756	0	atNeutralCriticalStrike	139	139	0	0	0	0	0	0	0	0	0	0	0	0
4757	0	atPhysicsOvercomeBase	416	416	0	0	0	0	0	0	0	0	0	0	0	0
4758	0	atLunarAttackPowerBase	79	79	0	0	0	0	0	0	0	0	0	0	0	0
4759	0	atNeutralAttackPowerBase	63	63	0	0	0	0	0	0	0	0	0	0	0	0
4760	0	atPhysicsShieldBase	1092	1092	0	0	0	0	0	0	0	0	0	0	0	0
4761	0	atStrainBase	80	80	0	0	0	0	0	0	0	0	0	0	0	0
4762	0	atNeutralAttackPowerBase	120	120	0	0	0	0	0	0	0	0	0	0	0	0
4763	0	atNeutralOvercomeBase	26	26	0	0	0	0	0	0	0	0	0	0	0	0
4764	0	atStrainBase	79	79	0	0	0	0	0	0	0	0	0	0	0	0
4765	0	atTherapyPowerBase	555	555	0	0	0	0	0	0	0	0	0	0	0	0
4766	0	atNeutralAttackPowerBase	115	115	0	0	0	0	0	0	0	0	0	0	0	0
4767	0	atNeutralOvercomeBase	25	25	0	0	0	0	0	0	0	0	0	0	0	0
4768	0	atToughnessBase	249	249	0	0	0	0	0	0	0	0	0	0	0	0
4769	0	atPhysicsOvercomeBase	849	849	0	0	0	0	0	0	0	0	0	0	0	0
4770	0	atDecriticalDamagePowerBase	196	196	0	0	0	0	0	0	0	0	0	0	0	0
4771	0	atSolarCriticalStrike	303	303	0	0	0	0	0	0	0	0	0	0	0	0
4772	0	atStrainBase	85	85	0	0	0	0	0	0	0	0	0	0	0	0
4773	0	atToughnessBase	195	195	0	0	0	0	0	0	0	0	0	0	0	0
4774	0	atPhysicsOvercomeBase	663	663	0	0	0	0	0	0	0	0	0	0	0	0
4775	0	atDecriticalDamagePowerBase	153	153	0	0	0	0	0	0	0	0	0	0	0	0
4776	0	atSolarCriticalStrike	108	108	0	0	0	0	0	0	0	0	0	0	0	0
4777	0	atToughnessBase	158	158	0	0	0	0	0	0	0	0	0	0	0	0
4778	0	atDecriticalDamagePowerBase	122	122	0	0	0	0	0	0	0	0	0	0	0	0
4779	0	atVitalityBase	158	158	0	0	0	0	0	0	0	0	0	0	0	0
4780	0	atPhysicsShieldBase	861	861	0	0	0	0	0	0	0	0	0	0	0	0
4781	0	atParryBase	96	96	0	0	0	0	0	0	0	0	0	0	0	0
4782	0	atStrainBase	88	88	0	0	0	0	0	0	0	0	0	0	0	0
4783	0	atNeutralHitValue	149	149	0	0	0	0	0	0	0	0	0	0	0	0
4784	0	atSpiritBase	128	128	0	0	0	0	0	0	0	0	0	0	0	0
4785	0	atTherapyPowerBase	528	528	0	0	0	0	0	0	0	0	0	0	0	0
4786	0	atPhysicsHitValue	159	159	0	0	0	0	0	0	0	0	0	0	0	0
4787	0	atVitalityBase	118	118	0	0	0	0	0	0	0	0	0	0	0	0
4788	0	atSolarHitValue	125	125	0	0	0	0	0	0	0	0	0	0	0	0
4789	0	atPhysicsShieldBase	921	921	0	0	0	0	0	0	0	0	0	0	0	0
4790	0	atParryBase	103	103	0	0	0	0	0	0	0	0	0	0	0	0
4791	0	atParryValueBase	144	144	0	0	0	0	0	0	0	0	0	0	0	0
4792	0	atTherapyPowerBase	584	584	0	0	0	0	0	0	0	0	0	0	0	0
4793	0	atNeutralAttackPowerBase	40	40	0	0	0	0	0	0	0	0	0	0	0	0
4794	0	atPhysicsOvercomeBase	153	153	0	0	0	0	0	0	0	0	0	0	0	0
4795	0	atLunarAttackPowerBase	29	29	0	0	0	0	0	0	0	0	0	0	0	0
4796	0	atLunarOvercomeBase	5	5	0	0	0	0	0	0	0	0	0	0	0	0
4797	0	atNeutralAttackPowerBase	26	26	0	0	0	0	0	0	0	0	0	0	0	0
4798	0	atSolarCriticalStrike	100	100	0	0	0	0	0	0	0	0	0	0	0	0
4799	0	atSolarCriticalStrike	68	68	0	0	0	0	0	0	0	0	0	0	0	0
4800	0	atPhysicsOvercomeBase	222	222	0	0	0	0	0	0	0	0	0	0	0	0
4801	0	atSolarOvercomeBase	7	7	0	0	0	0	0	0	0	0	0	0	0	0
4802	0	atLunarAttackPowerBase	43	43	0	0	0	0	0	0	0	0	0	0	0	0
4803	0	atNeutralAttackPowerBase	46	46	0	0	0	0	0	0	0	0	0	0	0	0
4804	0	atSolarOvercomeBase	8	8	0	0	0	0	0	0	0	0	0	0	0	0
4805	0	atPhysicsOvercomeBase	252	252	0	0	0	0	0	0	0	0	0	0	0	0
4806	0	atPhysicsShieldBase	350	350	0	0	0	0	0	0	0	0	0	0	0	0
4807	0	atTherapyPowerBase	291	291	0	0	0	0	0	0	0	0	0	0	0	0
4808	0	atPhysicsShieldBase	272	272	0	0	0	0	0	0	0	0	0	0	0	0
4809	0	atPhysicsOvercomeBase	325	325	0	0	0	0	0	0	0	0	0	0	0	0
4810	0	atPhysicsOvercomeBase	269	269	0	0	0	0	0	0	0	0	0	0	0	0
4811	0	atLunarAttackPowerBase	52	52	0	0	0	0	0	0	0	0	0	0	0	0
4812	0	atPhysicsOvercomeBase	428	428	0	0	0	0	0	0	0	0	0	0	0	0
4813	0	atLunarAttackPowerBase	81	81	0	0	0	0	0	0	0	0	0	0	0	0
4814	0	atLunarAttackPowerBase	68	68	0	0	0	0	0	0	0	0	0	0	0	0
4815	0	atPhysicsOvercomeBase	359	359	0	0	0	0	0	0	0	0	0	0	0	0
4816	0	atPhysicsShieldBase	383	383	0	0	0	0	0	0	0	0	0	0	0	0
4817	0	atSolarOvercomeBase	10	10	0	0	0	0	0	0	0	0	0	0	0	0
4818	0	atPhysicsOvercomeBase	311	311	0	0	0	0	0	0	0	0	0	0	0	0
4819	0	atPhysicsOvercomeBase	317	317	0	0	0	0	0	0	0	0	0	0	0	0
4820	0	atSolarCriticalStrike	165	165	0	0	0	0	0	0	0	0	0	0	0	0
4821	0	atPhysicsOvercomeBase	520	520	0	0	0	0	0	0	0	0	0	0	0	0
4822	0	atNeutralCriticalStrike	174	174	0	0	0	0	0	0	0	0	0	0	0	0
4823	0	atNeutralCriticalStrike	120	120	0	0	0	0	0	0	0	0	0	0	0	0
4824	0	atNeutralCriticalStrike	204	204	0	0	0	0	0	0	0	0	0	0	0	0
4825	0	atNeutralCriticalStrike	165	165	0	0	0	0	0	0	0	0	0	0	0	0
4826	0	atStrainBase	77	77	0	0	0	0	0	0	0	0	0	0	0	0
4827	0	atPhysicsOvercomeBase	954	954	0	0	0	0	0	0	0	0	0	0	0	0
4828	0	atPhysicsOvercomeBase	592	592	0	0	0	0	0	0	0	0	0	0	0	0
4829	0	atSolarCriticalStrike	128	128	0	0	0	0	0	0	0	0	0	0	0	0
4830	0	atSolarOvercomeBase	12	12	0	0	0	0	0	0	0	0	0	0	0	0
4831	0	atPhysicsOvercomeBase	410	410	0	0	0	0	0	0	0	0	0	0	0	0
4832	0	atLunarCriticalStrike	181	181	0	0	0	0	0	0	0	0	0	0	0	0
4833	0	atPhysicsOvercomeBase	462	462	0	0	0	0	0	0	0	0	0	0	0	0
4834	0	atTherapyPowerBase	617	617	0	0	0	0	0	0	0	0	0	0	0	0
4835	0	atAgilityBase	70	70	0	0	0	0	0	0	0	0	0	0	0	0
4836	0	atPhysicsShieldBase	1213	1213	0	0	0	0	0	0	0	0	0	0	0	0
4837	0	atPhysicsAttackPowerBase	80	80	0	0	0	0	0	0	0	0	0	0	0	0
4838	0	atPhysicsOvercomeBase	874	874	0	0	0	0	0	0	0	0	0	0	0	0
4839	0	atNeutralOvercomeBase	29	29	0	0	0	0	0	0	0	0	0	0	0	0
